,academic_session,available_to_erasmus_students,available_to_visiting_students,code,credits,level,remark,school,taught_wholly_by_distance_learning,title,typically_offered
1257,2017-18,No,No,COMPSCI5068,10,Level 5 (SCQF level 11),M,School of Computing Science,,Safety-Critical Systems Development,Semester 2
1258,2017-18,No,No,COMPSCI5059,10,Level 5 (SCQF level 11),M,School of Computing Science,,Software Engineering,Semester 2
1259,2017-18,No,No,COMPSCI5078,10,Level 5 (SCQF level 11),M,School of Computing Science,,Web Science,Semester 1
1260,2017-18,No,Yes,CRWRT1001,15,Level 1 (SCQF level 7),,School of Critical Studies,,Creative Writing Summer School,Summer
1261,2017-18,,No,CRWRT5022,20,Level 5 (SCQF level 11),,School of Critical Studies,Yes,CREATIVE WRITING: CRAFT AND EXPERIMENTATION 1 (DISTANCE LEARNING),Standard requirements of entry to a postgraduate Master's programme in the College of Arts.
1262,2017-18,,No,CRWRT5023,20,Level 5 (SCQF level 11),,School of Critical Studies,Yes,CREATIVE WRITING: CRAFT AND EXPERIMENTATION 2 (DISTANCE LEARNING),Standard requirements of entry to a postgraduate Master's programme in the College of Arts.
1263,2017-18,,No,CRWRT5024,20,Level 5 (SCQF level 11),,School of Critical Studies,Yes,CREATIVE WRITING: EDITING AND PUBLICATION 1 DISTANCE LEARNING,Standard requirements of entry to a postgraduate Master's programme in the College of Arts.
1264,2017-18,,No,CRWRT5025,20,Level 5 (SCQF level 11),,School of Critical Studies,Yes,CREATIVE WRITING: EDITING AND PUBLICATION 2 DISTANCE LEARNING,Standard requirements of entry to a postgraduate Master's programme in the College of Arts.
1265,2017-18,No,Yes,CRWRT5031,20,Level 5 (SCQF level 11),,School of Critical Studies,,Creative Writing Fiction Workshop (cross-discipline),Semester 2
1266,2017-18,No,No,CRWRT5037P,60,Level 5 (SCQF level 11),T,School of Critical Studies,,Creative Writing Portfolio,Summer
1267,2017-18,No,No,CRWRT5040P,60,Level 5 (SCQF level 11),DLearning,School of Critical Studies,Yes,Creative Writing Portfolio (T),Summer
1268,2017-18,No,No,CRWRT5042,40,Level 5 (SCQF level 11),,School of Critical Studies,,Creative Writing Workshop,Runs Throughout Semesters 1 and 2
1269,2017-18,No,No,CRWRT5041,40,Level 5 (SCQF level 11),DLearning,School of Critical Studies,Yes,Creative Writing Workshop,Runs Throughout Semesters 1 and 2
1270,2017-18,No,No,CRWRT5035,20,Level 5 (SCQF level 11),,School of Critical Studies,,Creative Writing: Craft And Experimentation 1,Semester 1
1271,2017-18,No,No,CRWRT5036,20,Level 5 (SCQF level 11),,School of Critical Studies,,Creative Writing: Craft And Experimentation 2,Semester 2
1272,2017-18,No,No,CRWRT5038,20,Level 5 (SCQF level 11),,School of Critical Studies,,Creative Writing: Editing And Publication 1,Semester 1
1273,2017-18,No,No,CRWRT5039,20,Level 5 (SCQF level 11),,School of Critical Studies,,Creative Writing: Editing And Publication 2,Semester 2
1274,2017-18,No,Yes,CRWRT5032,20,Level 5 (SCQF level 11),,School of Critical Studies,,"Essaying: Literary, Personal, and Radical",Either Semester 1 or Semester 2
1275,2017-18,No,Yes,CRWRT5033,20,Level 5 (SCQF level 11),,School of Critical Studies,,Truth & Fiction,Either Semester 1 or Semester 2
1276,2017-18,No,Yes,CRWRT5034,20,Level 5 (SCQF level 11),,School of Critical Studies,,Writers on Writing,Either Semester 1 or Semester 2
1277,2017-18,Yes,Yes,CZECH1001,40,Level 1 (SCQF level 7),,School of Modern Languages and Cultures,,Czech 1,Runs Throughout Semesters 1 and 2
1278,2017-18,Yes,Yes,CZECH1002,20,Level 1 (SCQF level 7),,School of Modern Languages and Cultures,,Czech 1 (Early Exit),Semester 1
1279,2017-18,Yes,Yes,CZECH2001,40,Level 2 (SCQF level 8),,School of Modern Languages and Cultures,,Czech 2,Runs Throughout Semesters 1 and 2
1280,2017-18,Yes,No,CZECH2002,20,Level 2 (SCQF level 8),,School of Modern Languages and Cultures,,Czech 2 (January Exit),Full Year
1281,2017-18,,Yes,CZECH3001,60,Level 3 (SCQF level 9),,School of Modern Languages and Cultures,,Czech 3,Runs Throughout Semesters 1 and 2
1282,2017-18,,Yes,CZECH3002,30,Level 3 (SCQF level 9),,School of Modern Languages and Cultures,,Czech Language 3,Runs Throughout Semesters 1 and 2
1283,2017-18,,Yes,CZECH4030,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,CZECH WRITERS,Runs Throughout Semesters 1 and 2
1284,2017-18,,Yes,CZECH4001,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Czech Cinema,Runs Throughout Semesters 1 and 2
1285,2017-18,,Yes,CZECH4003,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,"Czech, Polish And Russian Women's Writing In English Translation",Runs Throughout Semesters 1 and 2
1286,2017-18,,Yes,CZECH4004,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Early Czech Literature: The Middle Ages And Beyond,Runs Throughout Semesters 1 and 2
1287,2017-18,,Yes,CZECH4005,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,History Of The Czechs And Slovaks,Runs Throughout Semesters 1 and 2
1288,2017-18,,Yes,CZECH4006,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Modern Czech Literature,Runs Throughout Semesters 1 and 2
1289,2017-18,,Yes,CZECH4008,20,Level 4 (SCQF level 10),Beginners,School of Modern Languages and Cultures,,Subsidiary Czech Language,Runs Throughout Semesters 1 and 2
1290,2017-18,,Yes,CZECH4009,20,Level 4 (SCQF level 10),Intermediate,School of Modern Languages and Cultures,,Subsidiary Czech Language,Runs Throughout Semesters 1 and 2
1291,2017-18,,Yes,CZECH5001,40,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,Advanced Czech Language,Runs Throughout Semesters 1 and 2
1292,2017-18,,Yes,CZECH5019,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,Czech Advanced Translation and Language Study 1,Semester 1
1293,2017-18,,Yes,CZECH5020,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,Czech Advanced Translation and Language Study 2,Semester 2
1294,2017-18,,Yes,CZECH5002,40,Level 5 (SCQF level 11),Advanced,School of Modern Languages and Cultures,,Czech For Social Scientists,Runs Throughout Semesters 1 and 2
1295,2017-18,,Yes,CZECH5003,40,Level 5 (SCQF level 11),Beginners,School of Modern Languages and Cultures,,Czech For Social Scientists,Runs Throughout Semesters 1 and 2
1296,2017-18,,Yes,CZECH5004,40,Level 5 (SCQF level 11),Intermediate,School of Modern Languages and Cultures,,Czech For Social Scientists,Runs Throughout Semesters 1 and 2
1297,2017-18,,Yes,CZECH5005,40,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,Czech For Social Scientists (Post-Intermediate),Runs Throughout Semesters 1 and 2
1298,2017-18,,Yes,CZECH5021,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,English into Czech Advanced Translation and Language Study 1,Semester 1
1299,2017-18,,Yes,CZECH5022,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,English into Czech Advanced Translation and Language Study 2,Semester 2
1300,2017-18,,Yes,CZECH5006,40,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,Non-Advanced Czech Language,Runs Throughout Semesters 1 and 2
1301,2017-18,Yes,Yes,CZECH5015,30,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,PG Advanced Czech,Runs Throughout Semesters 1 and 2
1302,2017-18,Yes,Yes,CZECH5016,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,PG BEGINNER CZECH 1,Semester 1
1303,2017-18,Yes,Yes,CZECH5017,40,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,PG BEGINNER CZECH 2,Runs Throughout Semesters 1 and 2
1304,2017-18,Yes,Yes,CZECH5018,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,PG Intermediate Czech,Runs Throughout Semesters 1 and 2
1305,2017-18,No,No,DENT1002,120,Level 1 (SCQF level 7),,School of Medicine Dentistry and Nursing,,BDS1,Runs Throughout Semesters 1 and 2
1306,2017-18,No,Yes,DENT1003,0,Level 1 (SCQF level 7),,School of Medicine Dentistry and Nursing,,BDS1 (Assignment Component),Runs Throughout Semesters 1 and 2
1307,2017-18,No,No,DENT1004,0,Level 1 (SCQF level 7),,School of Medicine Dentistry and Nursing,,BDS1 (SCCSA COMPONENT),Runs Throughout Semesters 1 and 2
1308,2017-18,No,No,DENT1005,0,Level 1 (SCQF level 7),,School of Medicine Dentistry and Nursing,,BDS1 (Written Examination Component),Runs Throughout Semesters 1 and 2
1309,2017-18,,No,DENT1006,0,Level 1 (SCQF level 7),,School of Medicine Dentistry and Nursing,,Biomolecular Science 1,Runs Throughout Semesters 1 and 2
1310,2017-18,No,No,DENT2002,120,Level 2 (SCQF level 8),,School of Medicine Dentistry and Nursing,,BDS2,Runs Throughout Semesters 1 and 2
1311,2017-18,No,No,DENT2015,0,Level 2 (SCQF level 8),,School of Medicine Dentistry and Nursing,,BDS2 (Pre Clinical Skills Assessment Component),Runs Throughout Semesters 1 and 2
1312,2017-18,No,No,DENT2003,0,Level 2 (SCQF level 8),,School of Medicine Dentistry and Nursing,,BDS2(OSCE Component),Runs Throughout Semesters 1 and 2
1313,2017-18,No,Yes,DENT2004,0,Level 2 (SCQF level 8),,School of Medicine Dentistry and Nursing,,BDS2(Written Examination Component),Runs Throughout Semesters 1 and 2
1314,2017-18,No,No,DENT3002,120,Level 3 (SCQF level 9),,School of Medicine Dentistry and Nursing,,BDS 3,Runs Throughout Semesters 1 and 2
1315,2017-18,No,No,DENT3003,0,Level 3 (SCQF level 9),,School of Medicine Dentistry and Nursing,,BDS3 (OSCE Component),Runs Throughout Semesters 1 and 2
1316,2017-18,No,No,DENT3004,0,Level 3 (SCQF level 9),,School of Medicine Dentistry and Nursing,,BDS3 (Written Examination Component),Runs Throughout Semesters 1 and 2
1317,2017-18,No,No,DENT4002,120,"Level 4 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,BDS 4,Runs Throughout Semesters 1 and 2
1318,2017-18,No,No,DENT4003,0,"Level 4 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,BDS4 (Comprehensive Oral Care Case Presentation Component),Runs Throughout Semesters 1 and 2
1319,2017-18,No,No,DENT4004,0,"Level 4 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,BDS4 (Written Examination Component),Runs Throughout Semesters 1 and 2
1320,2017-18,No,No,DENT5068,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Biology of endodontic diseases, Year 1",Semester 1
1321,2017-18,No,Yes,DENT5086,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,implementation of a national oral health improvement programme,Either Semester 1 or Semester 2
1322,2017-18,No,No,DENT5076,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Cleft and Craniofacial Deformities,Full Year
1323,2017-18,,No,DENT5054P,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Dental Imaging Core,Runs Throughout Semesters 1 and 2
1324,2017-18,No,No,DENT5077,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Dentoalveolar Surgery,Semester 1
1325,2017-18,No,No,DENT5078,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Dentofacial Deformities,Full Year
1326,2017-18,No,No,DENT5072,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Endodontics within the population and options for tooth replacement, Year 2",Semester 2
1327,2017-18,,No,DENT5073,100,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Endodontics- Research,Semester 2
1328,2017-18,No,No,DENT5094,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Head & Neck Surgery and Oral Medicine,Full Year
1329,2017-18,No,No,DENT5070,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Interdisciplinary Endodontics,Semester 2
1330,2017-18,No,No,DENT5074,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Local Anaesthesia, General Anaesthesia and Sedation",Full Year
1331,2017-18,,Yes,DENT5030,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,MSc (Dent Sci) PDC Research,Runs Throughout Semesters 1 and 2
1332,2017-18,,No,DENT5032,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,MSc (Dent Sci) Perio,Runs Throughout Semesters 1 and 2
1333,2017-18,No,No,DENT5071,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Management of endodontic problems and failure, Year 2",Semester 2
1334,2017-18,No,No,DENT5080,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Maxillofacial Trauma,Full Year
1335,2017-18,No,No,DENT5075,100,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Oral & Maxillofacial Surgery Research,Full Year
1336,2017-18,No,No,DENT5082,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Oral Pathology,Full Year
1337,2017-18,No,No,DENT5083,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Orofacial Infections,Full Year
1338,2017-18,,No,DENT5051,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Postgraduate Dentistry, Core 20",Semester 2
1339,2017-18,,No,DENT5052,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Postgraduate Dentistry, Core 40",Runs Throughout Semesters 1 and 2
1340,2017-18,No,No,DENT5069,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Principles and practice of root canal treatment, Year 1",Semester 2
1341,2017-18,No,No,DENT5038,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Temporomandibular Joint Diseases,Full Year
1342,2017-18,No,No,DENT5004,120,"Level 5 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,BDS5,Runs Throughout Semesters 1 and 2
1343,2017-18,No,No,DENT5005,0,"Level 5 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,BDS5 (OSCE Component),Runs Throughout Semesters 1 and 2
1344,2017-18,,No,DENT5062,40,"Level 5 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,Management of Partially Dentate Patients,Runs Throughout Semesters 1 and 2
1345,2017-18,Yes,Yes,DUMF1002,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Child Development and Learning Part 1,Semester 2
1346,2017-18,Yes,Yes,DUMF1009,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Contemporary Health Issues,Semester 1
1347,2017-18,Yes,Yes,DUMF1065P,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Discovering Scotland's Past,Semester 1
1348,2017-18,Yes,Yes,DUMF1043,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Earth System Science,Semester 2
1349,2017-18,Yes,Yes,DUMF1023,20,Level 1 (SCQF level 7),i,School of Interdisciplinary Studies,,French For Beginners,Semester 2
1350,2017-18,,Yes,DUMF1062,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,"Health, Well-being and Sustainability",Semester 2
1351,2017-18,,Yes,DUMF1040,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,"History 1A: Scotland's Millennium: Kingdom, Union and Nation, c.1000-1999 - Crichton Version",Semester 1
1352,2017-18,Yes,Yes,DUMF1029,0,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Introduction To Academic Writing - Dumfries,Semester 1
1353,2017-18,Yes,Yes,DUMF1007,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Introduction To Environmental Science,Semester 2
1354,2017-18,,Yes,DUMF1008,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Introduction To Global Environmental Issues,Semester 1
1355,2017-18,Yes,Yes,DUMF1012,10,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Literacy 1,Semester 2
1356,2017-18,,Yes,DUMF1045,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Literature 1,Semester 2
1357,2017-18,Yes,Yes,DUMF1013,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Mathematics - Theory And Pedagogy 1,Runs Throughout Semesters 1 and 2
1358,2017-18,Yes,Yes,DUMF1064,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Philosophy 1,Semester 1
1359,2017-18,No,No,DUMF1016,10,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,School Experience 1,Runs Throughout Semesters 1 and 2
1360,2017-18,,Yes,DUMF1017,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Science: History & Culture,Semester 2
1361,2017-18,Yes,Yes,DUMF1066,20,Level 1 (SCQF level 7),,School of Interdisciplinary Studies,,Society and Social Policy,Semester 2
1362,2017-18,Yes,Yes,DUMF1018,20,Level 1 (SCQF level 7),i,School of Interdisciplinary Studies,,Spanish For Beginners,Semester 1
1363,2017-18,Yes,Yes,DUMF2002,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Child Development And Learning Part 2,Semester 2
1364,2017-18,,Yes,DUMF2019,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Energy: Options For Sustainability,Semester 2
1365,2017-18,No,Yes,DUMF2064,15,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,"Environment, Change and the Future: the Scottish Experience - International Summer School",Summer
1366,2017-18,Yes,Yes,DUMF2066,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Global Challenges at the End of Life,Semester 1
1367,2017-18,Yes,Yes,DUMF2065,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Health and Social Policy & Practice,Runs Throughout Semesters 1 and 2
1368,2017-18,No,Yes,DUMF2009,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Human Nature And Well Being,Semester 2
1369,2017-18,Yes,Yes,DUMF2062,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Individuals & Society in Literature and Film 2,Semester 2
1370,2017-18,Yes,Yes,DUMF2010,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Issues In Contemporary Society,Semester 1
1371,2017-18,Yes,Yes,DUMF2011,10,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Literacy 2,Semester 2
1372,2017-18,,Yes,DUMF2012,10,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Mathematics - Theory And Pedagogy 2,Semester 1
1373,2017-18,Yes,Yes,DUMF2024,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Research Methods For Environmental Scientists,Semester 1
1374,2017-18,Yes,Yes,DUMF2037,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,Research Methods for Social Sciences,Semester 2
1375,2017-18,,No,DUMF2043,60,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,SIS study abroad credits L2 sem 1,Semester 1
1376,2017-18,,No,DUMF2044,60,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,SIS study abroad credits L2 sem 2,Semester 2
1377,2017-18,No,No,DUMF2035,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,School Experience 2,Semester 2
1378,2017-18,Yes,Yes,DUMF2038P,20,Level 2 (SCQF level 8),,School of Interdisciplinary Studies,,"Scotland and the World: Emigration, Slavery and Emancipation and Exploration",Semester 2
