,away_team,date,home_team,result,round,season,season_round,time,venue,match_datetime,home_score,away_score
14955,Puebla,"sáb 11 de enero, 1997",Toluca,0 - 0,jornada-1,verano-1997,regular,15:00  Hrs.,Nemesio Díez Riega,1997-01-11 15:00:00,0.0,0.0
14956,Atlante,"sáb 11 de enero, 1997",Veracruz,2 - 1,jornada-1,verano-1997,regular,16:00  Hrs.,Luis Pirata Fuente,1997-01-11 16:00:00,2.0,1.0
14957,Celaya,"sáb 11 de enero, 1997",Monterrey,1 - 0,jornada-1,verano-1997,regular,17:00  Hrs.,Tecnológico,1997-01-11 17:00:00,1.0,0.0
14958,Pachuca,"sáb 11 de enero, 1997",Necaxa,2 - 1,jornada-1,verano-1997,regular,17:00  Hrs.,Azteca,1997-01-11 17:00:00,2.0,1.0
14959,Morelia,"sáb 11 de enero, 1997",León,0 - 0,jornada-1,verano-1997,regular,20:15  Hrs.,Estadio León,1997-01-11 20:15:00,0.0,0.0
14960,Estudiantes,"sáb 11 de enero, 1997",Atlas,6 - 4,jornada-1,verano-1997,regular,20:45  Hrs.,Jalisco,1997-01-11 20:45:00,6.0,4.0
14961,Chivas,"dom 12 de enero, 1997",Pumas,2 - 1,jornada-1,verano-1997,regular,12:00  Hrs.,Ciudad Universitaria,1997-01-12 12:00:00,2.0,1.0
14962,Santos,"lun 13 de enero, 1997",América,2 - 1,jornada-1,verano-1997,regular,20:45  Hrs.,Azteca,1997-01-13 20:45:00,2.0,1.0
14963,Cruz Azul,"mié 5 de febrero, 1997",Toros Neza,1 - 2,jornada-1,verano-1997,regular,16:00  Hrs.,Neza 86,1997-02-05 16:00:00,1.0,2.0
14964,Veracruz,"sáb 18 de enero, 1997",Celaya,1 - 1,jornada-2,verano-1997,regular,19:00  Hrs.,Miguel Alemán Valdés,1997-01-18 19:00:00,1.0,1.0
14965,Toros Neza,"sáb 18 de enero, 1997",Puebla,1 - 1,jornada-2,verano-1997,regular,19:00  Hrs.,Cuauhtémoc,1997-01-18 19:00:00,1.0,1.0
14966,América,"dom 19 de enero, 1997",Morelia,1 - 1,jornada-2,verano-1997,regular,12:00  Hrs.,Morelos,1997-01-19 12:00:00,1.0,1.0
14967,Atlas,"dom 19 de enero, 1997",Pachuca,1 - 0,jornada-2,verano-1997,regular,12:00  Hrs.,Hidalgo,1997-01-19 12:00:00,1.0,0.0
14968,Monterrey,"dom 19 de enero, 1997",Santos,1 - 2,jornada-2,verano-1997,regular,16:00  Hrs.,Corona,1997-01-19 16:00:00,1.0,2.0
14969,Necaxa,"mar 28 de enero, 1997",Atlante,1 - 1,jornada-2,verano-1997,regular,20:45  Hrs.,Azteca,1997-01-28 20:45:00,1.0,1.0
14970,Toluca,"mié 29 de enero, 1997",Estudiantes,1 - 1,jornada-2,verano-1997,regular,20:30  Hrs.,Tres de Marzo,1997-01-29 20:30:00,1.0,1.0
14971,Pumas,"mié 29 de enero, 1997",Cruz Azul,0 - 1,jornada-2,verano-1997,regular,20:45  Hrs.,Azul,1997-01-29 20:45:00,0.0,1.0
14972,León,"jue 30 de enero, 1997",Chivas,1 - 1,jornada-2,verano-1997,regular,20:45  Hrs.,Jalisco,1997-01-30 20:45:00,1.0,1.0
14973,Puebla,"vie 24 de enero, 1997",Pumas,1 - 1,jornada-3,verano-1997,regular,18:00  Hrs.,Ciudad Universitaria,1997-01-24 18:00:00,1.0,1.0
14974,Pachuca,"sáb 25 de enero, 1997",Toluca,1 - 1,jornada-3,verano-1997,regular,15:00  Hrs.,Nemesio Díez Riega,1997-01-25 15:00:00,1.0,1.0
14975,Monterrey,"sáb 25 de enero, 1997",Veracruz,1 - 0,jornada-3,verano-1997,regular,16:00  Hrs.,Luis Pirata Fuente,1997-01-25 16:00:00,1.0,0.0
14976,Celaya,"sáb 25 de enero, 1997",Necaxa,2 - 1,jornada-3,verano-1997,regular,17:00  Hrs.,Azteca,1997-01-25 17:00:00,2.0,1.0
14977,Atlante,"sáb 25 de enero, 1997",Atlas,2 - 0,jornada-3,verano-1997,regular,20:45  Hrs.,Jalisco,1997-01-25 20:45:00,2.0,0.0
14978,Santos,"dom 26 de enero, 1997",Morelia,2 - 2,jornada-3,verano-1997,regular,12:00  Hrs.,Morelos,1997-01-26 12:00:00,2.0,2.0
14979,Estudiantes,"dom 26 de enero, 1997",Toros Neza,3 - 2,jornada-3,verano-1997,regular,15:00  Hrs.,Neza 86,1997-01-26 15:00:00,3.0,2.0
14980,Chivas,"lun 27 de enero, 1997",América,0 - 0,jornada-3,verano-1997,regular,12:00  Hrs.,Azteca,1997-01-27 12:00:00,0.0,0.0
14981,Cruz Azul,"mar 25 de febrero, 1997",León,3 - 0,jornada-3,verano-1997,regular,20:15  Hrs.,Estadio León,1997-02-25 20:15:00,3.0,0.0
14982,América,"sáb 1 de febrero, 1997",Cruz Azul,2 - 1,jornada-4,verano-1997,regular,17:00  Hrs.,Azul,1997-02-01 17:00:00,2.0,1.0
14983,Necaxa,"sáb 1 de febrero, 1997",Monterrey,3 - 2,jornada-4,verano-1997,regular,17:00  Hrs.,Tecnológico,1997-02-01 17:00:00,3.0,2.0
14984,Atlas,"sáb 1 de febrero, 1997",Celaya,3 - 0,jornada-4,verano-1997,regular,20:15  Hrs.,Miguel Alemán Valdés,1997-02-01 20:15:00,3.0,0.0
14985,Pumas,"sáb 1 de febrero, 1997",Estudiantes,2 - 2,jornada-4,verano-1997,regular,20:45  Hrs.,Tres de Marzo,1997-02-01 20:45:00,2.0,2.0
14986,León,"dom 2 de febrero, 1997",Puebla,1 - 1,jornada-4,verano-1997,regular,12:00  Hrs.,Cuauhtémoc,1997-02-02 12:00:00,1.0,1.0
14987,Toluca,"dom 2 de febrero, 1997",Atlante,3 - 2,jornada-4,verano-1997,regular,12:00  Hrs.,Azteca,1997-02-02 12:00:00,3.0,2.0
14988,Toros Neza,"dom 2 de febrero, 1997",Pachuca,4 - 1,jornada-4,verano-1997,regular,12:00  Hrs.,Hidalgo,1997-02-02 12:00:00,4.0,1.0
14989,Morelia,"dom 2 de febrero, 1997",Chivas,2 - 1,jornada-4,verano-1997,regular,12:00  Hrs.,Jalisco,1997-02-02 12:00:00,2.0,1.0
14990,Veracruz,"dom 2 de febrero, 1997",Santos,2 - 0,jornada-4,verano-1997,regular,16:00  Hrs.,Corona,1997-02-02 16:00:00,2.0,0.0
14991,Veracruz,"vie 7 de febrero, 1997",Necaxa,4 - 0,jornada-5,verano-1997,regular,20:45  Hrs.,Azteca,1997-02-07 20:45:00,4.0,0.0
14992,Celaya,"sáb 8 de febrero, 1997",Toluca,2 - 0,jornada-5,verano-1997,regular,15:00  Hrs.,Nemesio Díez Riega,1997-02-08 15:00:00,2.0,0.0
14993,Estudiantes,"sáb 8 de febrero, 1997",León,1 - 0,jornada-5,verano-1997,regular,20:15  Hrs.,Estadio León,1997-02-08 20:15:00,1.0,0.0
14994,Monterrey,"sáb 8 de febrero, 1997",Atlas,3 - 3,jornada-5,verano-1997,regular,20:45  Hrs.,Jalisco,1997-02-08 20:45:00,3.0,3.0
14995,Puebla,"sáb 8 de febrero, 1997",América,2 - 0,jornada-5,verano-1997,regular,20:45  Hrs.,Azteca,1997-02-08 20:45:00,2.0,0.0
14996,Pachuca,"dom 9 de febrero, 1997",Pumas,2 - 1,jornada-5,verano-1997,regular,12:00  Hrs.,Ciudad Universitaria,1997-02-09 12:00:00,2.0,1.0
14997,Santos,"dom 9 de febrero, 1997",Chivas,1 - 1,jornada-5,verano-1997,regular,12:00  Hrs.,Jalisco,1997-02-09 12:00:00,1.0,1.0
14998,Atlante,"dom 9 de febrero, 1997",Toros Neza,1 - 2,jornada-5,verano-1997,regular,15:00  Hrs.,Neza 86,1997-02-09 15:00:00,1.0,2.0
14999,Cruz Azul,"mié 26 de febrero, 1997",Morelia,1 - 0,jornada-5,verano-1997,regular,16:00  Hrs.,Morelos,1997-02-26 16:00:00,1.0,0.0
15000,América,"vie 14 de febrero, 1997",Estudiantes,0 - 0,jornada-6,verano-1997,regular,20:45  Hrs.,Tres de Marzo,1997-02-14 20:45:00,0.0,0.0
15001,Toluca,"sáb 15 de febrero, 1997",Monterrey,1 - 4,jornada-6,verano-1997,regular,17:00  Hrs.,Tecnológico,1997-02-15 17:00:00,1.0,4.0
15002,Morelia,"sáb 15 de febrero, 1997",Puebla,2 - 1,jornada-6,verano-1997,regular,19:00  Hrs.,Cuauhtémoc,1997-02-15 19:00:00,2.0,1.0
15003,Toros Neza,"sáb 15 de febrero, 1997",Celaya,2 - 2,jornada-6,verano-1997,regular,20:15  Hrs.,Miguel Alemán Valdés,1997-02-15 20:15:00,2.0,2.0
15004,León,"dom 16 de febrero, 1997",Pachuca,0 - 2,jornada-6,verano-1997,regular,12:00  Hrs.,Hidalgo,1997-02-16 12:00:00,0.0,2.0
15005,Chivas,"dom 16 de febrero, 1997",Cruz Azul,1 - 1,jornada-6,verano-1997,regular,12:00  Hrs.,Azul,1997-02-16 12:00:00,1.0,1.0
15006,Pumas,"dom 16 de febrero, 1997",Atlante,0 - 1,jornada-6,verano-1997,regular,12:00  Hrs.,Sergio León Chávez,1997-02-16 12:00:00,0.0,1.0
15007,Atlas,"dom 16 de febrero, 1997",Veracruz,1 - 2,jornada-6,verano-1997,regular,12:00  Hrs.,Luis Pirata Fuente,1997-02-16 12:00:00,1.0,2.0
15008,Necaxa,"dom 16 de febrero, 1997",Santos,1 - 3,jornada-6,verano-1997,regular,16:00  Hrs.,Corona,1997-02-16 16:00:00,1.0,3.0
15009,Veracruz,"sáb 22 de febrero, 1997",Toluca,2 - 1,jornada-7,verano-1997,regular,15:00  Hrs.,Nemesio Díez Riega,1997-02-22 15:00:00,2.0,1.0
15010,Estudiantes,"sáb 22 de febrero, 1997",Morelia,1 - 2,jornada-7,verano-1997,regular,16:00  Hrs.,Morelos,1997-02-22 16:00:00,1.0,2.0
15011,Santos,"sáb 22 de febrero, 1997",Cruz Azul,2 - 0,jornada-7,verano-1997,regular,17:00  Hrs.,Azul,1997-02-22 17:00:00,2.0,0.0
15012,Atlante,"sáb 22 de febrero, 1997",León,1 - 2,jornada-7,verano-1997,regular,20:15  Hrs.,Estadio León,1997-02-22 20:15:00,1.0,2.0
15013,Necaxa,"sáb 22 de febrero, 1997",Atlas,0 - 2,jornada-7,verano-1997,regular,20:45  Hrs.,Jalisco,1997-02-22 20:45:00,0.0,2.0
15014,Celaya,"dom 23 de febrero, 1997",Pumas,4 - 3,jornada-7,verano-1997,regular,12:00  Hrs.,Ciudad Universitaria,1997-02-23 12:00:00,4.0,3.0
15015,Monterrey,"dom 23 de febrero, 1997",Toros Neza,5 - 1,jornada-7,verano-1997,regular,15:00  Hrs.,Neza 86,1997-02-23 15:00:00,5.0,1.0
15016,Pachuca,"lun 24 de febrero, 1997",América,1 - 0,jornada-7,verano-1997,regular,20:45  Hrs.,Azteca,1997-02-24 20:45:00,1.0,0.0
15017,Puebla,"mar 25 de marzo, 1997",Chivas,1 - 1,jornada-7,verano-1997,regular,20:45  Hrs.,Jalisco,1997-03-25 20:45:00,1.0,1.0
15018,Toros Neza,"sáb 1 de marzo, 1997",Veracruz,3 - 5,jornada-8,verano-1997,regular,16:00  Hrs.,Luis Pirata Fuente,1997-03-01 16:00:00,3.0,5.0
15019,Pumas,"sáb 1 de marzo, 1997",Monterrey,2 - 2,jornada-8,verano-1997,regular,17:00  Hrs.,Tecnológico,1997-03-01 17:00:00,2.0,2.0
15020,Cruz Azul,"sáb 1 de marzo, 1997",Puebla,1 - 0,jornada-8,verano-1997,regular,19:00  Hrs.,Cuauhtémoc,1997-03-01 19:00:00,1.0,0.0
15021,León,"sáb 1 de marzo, 1997",Celaya,0 - 0,jornada-8,verano-1997,regular,20:15  Hrs.,Miguel Alemán Valdés,1997-03-01 20:15:00,0.0,0.0
15022,Atlas,"dom 2 de marzo, 1997",Santos,2 - 1,jornada-8,verano-1997,regular,16:00  Hrs.,Corona,1997-03-02 16:00:00,2.0,1.0
15023,Morelia,"dom 2 de marzo, 1997",Pachuca,2 - 2,jornada-8,verano-1997,regular,17:00  Hrs.,Hidalgo,1997-03-02 17:00:00,2.0,2.0
15024,Chivas,"mié 5 de marzo, 1997",Estudiantes,1 - 2,jornada-8,verano-1997,regular,20:45  Hrs.,Tres de Marzo,1997-03-05 20:45:00,1.0,2.0
15025,Toluca,"mié 5 de marzo, 1997",Necaxa,1 - 1,jornada-8,verano-1997,regular,20:45  Hrs.,Azteca,1997-03-05 20:45:00,1.0,1.0
15026,América,"jue 6 de marzo, 1997",Atlante,0 - 1,jornada-8,verano-1997,regular,20:45  Hrs.,Azteca,1997-03-06 20:45:00,0.0,1.0
15027,Atlas,"sáb 8 de marzo, 1997",Toluca,4 - 0,jornada-9,verano-1997,regular,15:00  Hrs.,Nemesio Díez Riega,1997-03-08 15:00:00,4.0,0.0
15028,Estudiantes,"sáb 8 de marzo, 1997",Cruz Azul,0 - 3,jornada-9,verano-1997,regular,17:00  Hrs.,Azul,1997-03-08 17:00:00,0.0,3.0
15029,Santos,"sáb 8 de marzo, 1997",Puebla,1 - 2,jornada-9,verano-1997,regular,19:00  Hrs.,Cuauhtémoc,1997-03-08 19:00:00,1.0,2.0
15030,Monterrey,"sáb 8 de marzo, 1997",León,0 - 0,jornada-9,verano-1997,regular,20:15  Hrs.,Estadio León,1997-03-08 20:15:00,0.0,0.0
15031,Veracruz,"dom 9 de marzo, 1997",Pumas,3 - 2,jornada-9,verano-1997,regular,12:00  Hrs.,Ciudad Universitaria,1997-03-09 12:00:00,3.0,2.0
15032,Pachuca,"dom 9 de marzo, 1997",Chivas,2 - 0,jornada-9,verano-1997,regular,12:00  Hrs.,Jalisco,1997-03-09 12:00:00,2.0,0.0
15033,Atlante,"dom 9 de marzo, 1997",Morelia,1 - 1,jornada-9,verano-1997,regular,12:00  Hrs.,Morelos,1997-03-09 12:00:00,1.0,1.0
15034,Necaxa,"dom 9 de marzo, 1997",Toros Neza,3 - 2,jornada-9,verano-1997,regular,15:00  Hrs.,Neza 86,1997-03-09 15:00:00,3.0,2.0
15035,Celaya,"lun 10 de marzo, 1997",América,4 - 0,jornada-9,verano-1997,regular,20:45  Hrs.,Azteca,1997-03-10 20:45:00,4.0,0.0
15036,León,"sáb 15 de marzo, 1997",Veracruz,0 - 0,jornada-10,verano-1997,regular,16:00  Hrs.,Luis Pirata Fuente,1997-03-15 16:00:00,0.0,0.0
15037,Morelia,"sáb 15 de marzo, 1997",Celaya,0 - 1,jornada-10,verano-1997,regular,20:15  Hrs.,Miguel Alemán Valdés,1997-03-15 20:15:00,0.0,1.0
15038,Toluca,"dom 16 de marzo, 1997",Santos,2 - 1,jornada-10,verano-1997,regular,16:00  Hrs.,Corona,1997-03-16 16:00:00,2.0,1.0
15039,Cruz Azul,"mié 19 de marzo, 1997",Pachuca,1 - 3,jornada-10,verano-1997,regular,20:30  Hrs.,Hidalgo,1997-03-19 20:30:00,1.0,3.0
15040,Puebla,"mié 19 de marzo, 1997",Estudiantes,0 - 0,jornada-10,verano-1997,regular,20:30  Hrs.,Tres de Marzo,1997-03-19 20:30:00,0.0,0.0
15041,Chivas,"mié 19 de marzo, 1997",Atlante,1 - 3,jornada-10,verano-1997,regular,20:45  Hrs.,Azteca,1997-03-19 20:45:00,1.0,3.0
15042,Toros Neza,"jue 20 de marzo, 1997",Atlas,1 - 4,jornada-10,verano-1997,regular,20:45  Hrs.,Jalisco,1997-03-20 20:45:00,1.0,4.0
15043,Pumas,"jue 20 de marzo, 1997",Necaxa,3 - 0,jornada-10,verano-1997,regular,20:45  Hrs.,Azteca,1997-03-20 20:45:00,3.0,0.0
15044,América,"jue 20 de marzo, 1997",Monterrey,0 - 1,jornada-10,verano-1997,regular,21:00  Hrs.,Tecnológico,1997-03-20 21:00:00,0.0,1.0
15045,Atlante,"sáb 22 de marzo, 1997",Cruz Azul,1 - 1,jornada-11,verano-1997,regular,17:00  Hrs.,Azul,1997-03-22 17:00:00,1.0,1.0
15046,Pachuca,"sáb 22 de marzo, 1997",Puebla,1 - 0,jornada-11,verano-1997,regular,19:00  Hrs.,Cuauhtémoc,1997-03-22 19:00:00,1.0,0.0
15047,Santos,"sáb 22 de marzo, 1997",Estudiantes,3 - 0,jornada-11,verano-1997,regular,20:30  Hrs.,Tres de Marzo,1997-03-22 20:30:00,3.0,0.0
15048,Monterrey,"dom 23 de marzo, 1997",Morelia,4 - 1,jornada-11,verano-1997,regular,12:00  Hrs.,Morelos,1997-03-23 12:00:00,4.0,1.0
15049,Necaxa,"dom 23 de marzo, 1997",León,2 - 1,jornada-11,verano-1997,regular,12:00  Hrs.,Estadio León,1997-03-23 12:00:00,2.0,1.0
15050,Atlas,"dom 23 de marzo, 1997",Pumas,1 - 0,jornada-11,verano-1997,regular,12:00  Hrs.,Ciudad Universitaria,1997-03-23 12:00:00,1.0,0.0
15051,Celaya,"dom 23 de marzo, 1997",Chivas,3 - 2,jornada-11,verano-1997,regular,12:00  Hrs.,Jalisco,1997-03-23 12:00:00,3.0,2.0
15052,Toluca,"dom 23 de marzo, 1997",Toros Neza,2 - 1,jornada-11,verano-1997,regular,15:00  Hrs.,Neza 86,1997-03-23 15:00:00,2.0,1.0
15053,Veracruz,"lun 24 de marzo, 1997",América,2 - 1,jornada-11,verano-1997,regular,19:00  Hrs.,Azteca,1997-03-24 19:00:00,2.0,1.0
15054,Morelia,"sáb 29 de marzo, 1997",Veracruz,2 - 2,jornada-12,verano-1997,regular,16:00  Hrs.,Luis Pirata Fuente,1997-03-29 16:00:00,2.0,2.0
15055,León,"sáb 29 de marzo, 1997",Atlas,1 - 1,jornada-12,verano-1997,regular,20:00  Hrs.,Jalisco,1997-03-29 20:00:00,1.0,1.0
15056,Puebla,"dom 30 de marzo, 1997",Atlante,1 - 0,jornada-12,verano-1997,regular,12:00  Hrs.,Azteca,1997-03-30 12:00:00,1.0,0.0
15057,Estudiantes,"dom 30 de marzo, 1997",Pachuca,2 - 1,jornada-12,verano-1997,regular,12:00  Hrs.,Hidalgo,1997-03-30 12:00:00,2.0,1.0
15058,Toros Neza,"dom 30 de marzo, 1997",Santos,2 - 0,jornada-12,verano-1997,regular,16:00  Hrs.,Corona,1997-03-30 16:00:00,2.0,0.0
15059,Pumas,"mar 1 de abril, 1997",Toluca,1 - 0,jornada-12,verano-1997,regular,15:00  Hrs.,Nemesio Díez Riega,1997-04-01 15:00:00,1.0,0.0
15060,Chivas,"mar 1 de abril, 1997",Monterrey,1 - 2,jornada-12,verano-1997,regular,21:00  Hrs.,Tecnológico,1997-04-01 21:00:00,1.0,2.0
15061,América,"jue 3 de abril, 1997",Necaxa,1 - 2,jornada-12,verano-1997,regular,20:45  Hrs.,Azteca,1997-04-03 20:45:00,1.0,2.0
15062,Cruz Azul,"sáb 12 de abril, 1997",Celaya,1 - 1,jornada-12,verano-1997,regular,20:15  Hrs.,Miguel Alemán Valdés,1997-04-12 20:15:00,1.0,1.0
15063,Toros Neza,"vie 4 de abril, 1997",Pumas,2 - 3,jornada-13,verano-1997,regular,18:00  Hrs.,Ciudad Universitaria,1997-04-04 18:00:00,2.0,3.0
15064,Atlante,"vie 4 de abril, 1997",Estudiantes,1 - 2,jornada-13,verano-1997,regular,20:30  Hrs.,Tres de Marzo,1997-04-04 20:30:00,1.0,2.0
15065,Monterrey,"sáb 5 de abril, 1997",Cruz Azul,2 - 1,jornada-13,verano-1997,regular,17:00  Hrs.,Azul,1997-04-05 17:00:00,2.0,1.0
15066,Celaya,"sáb 5 de abril, 1997",Puebla,2 - 1,jornada-13,verano-1997,regular,19:00  Hrs.,Cuauhtémoc,1997-04-05 19:00:00,2.0,1.0
15067,Toluca,"sáb 5 de abril, 1997",León,1 - 1,jornada-13,verano-1997,regular,20:15  Hrs.,Estadio León,1997-04-05 20:15:00,1.0,1.0
15068,Veracruz,"dom 6 de abril, 1997",Chivas,1 - 0,jornada-13,verano-1997,regular,12:00  Hrs.,Jalisco,1997-04-06 12:00:00,1.0,0.0
15069,Necaxa,"dom 6 de abril, 1997",Morelia,2 - 1,jornada-13,verano-1997,regular,12:00  Hrs.,Morelos,1997-04-06 12:00:00,2.0,1.0
15070,Santos,"dom 6 de abril, 1997",Pachuca,3 - 1,jornada-13,verano-1997,regular,12:00  Hrs.,Hidalgo,1997-04-06 12:00:00,3.0,1.0
15071,Atlas,"dom 6 de abril, 1997",América,3 - 0,jornada-13,verano-1997,regular,17:00  Hrs.,Azteca,1997-04-06 17:00:00,3.0,0.0
15072,América,"mié 9 de abril, 1997",Toluca,1 - 2,jornada-14,verano-1997,regular,15:00  Hrs.,Nemesio Díez Riega,1997-04-09 15:00:00,1.0,2.0
15073,Estudiantes,"mié 9 de abril, 1997",Celaya,1 - 1,jornada-14,verano-1997,regular,20:15  Hrs.,Miguel Alemán Valdés,1997-04-09 20:15:00,1.0,1.0
15074,Pachuca,"mié 9 de abril, 1997",Atlante,3 - 0,jornada-14,verano-1997,regular,20:45  Hrs.,Azteca,1997-04-09 20:45:00,3.0,0.0
15075,Morelia,"mié 9 de abril, 1997",Atlas,1 - 2,jornada-14,verano-1997,regular,20:45  Hrs.,Jalisco,1997-04-09 20:45:00,1.0,2.0
15076,Chivas,"jue 10 de abril, 1997",Necaxa,1 - 1,jornada-14,verano-1997,regular,20:45  Hrs.,Azteca,1997-04-10 20:45:00,1.0,1.0
15077,Puebla,"sáb 12 de abril, 1997",Monterrey,4 - 2,jornada-14,verano-1997,regular,17:00  Hrs.,Tecnológico,1997-04-12 17:00:00,4.0,2.0
15078,Pumas,"dom 13 de abril, 1997",Santos,2 - 0,jornada-14,verano-1997,regular,16:00  Hrs.,Corona,1997-04-13 16:00:00,2.0,0.0
15079,León,"dom 13 de abril, 1997",Toros Neza,4 - 2,jornada-14,verano-1997,regular,16:00  Hrs.,Neza 86,1997-04-13 16:00:00,4.0,2.0
15080,Cruz Azul,"sáb 19 de abril, 1997",Veracruz,0 - 1,jornada-14,verano-1997,regular,16:00  Hrs.,Luis Pirata Fuente,1997-04-19 16:00:00,0.0,1.0
15081,Pumas,"dom 20 de abril, 1997",León,2 - 1,jornada-15,verano-1997,regular,12:00  Hrs.,Estadio León,1997-04-20 12:00:00,2.0,1.0
15082,Celaya,"dom 20 de abril, 1997",Pachuca,1 - 3,jornada-15,verano-1997,regular,15:00  Hrs.,Hidalgo,1997-04-20 15:00:00,1.0,3.0
15083,Monterrey,"mar 22 de abril, 1997",Estudiantes,3 - 0,jornada-15,verano-1997,regular,20:30  Hrs.,Tres de Marzo,1997-04-22 20:30:00,3.0,0.0
15084,Santos,"mar 22 de abril, 1997",Atlante,3 - 2,jornada-15,verano-1997,regular,20:45  Hrs.,Azteca,1997-04-22 20:45:00,3.0,2.0
15085,Toluca,"mié 23 de abril, 1997",Morelia,1 - 1,jornada-15,verano-1997,regular,16:00  Hrs.,Morelos,1997-04-23 16:00:00,1.0,1.0
15086,Veracruz,"mié 23 de abril, 1997",Puebla,0 - 0,jornada-15,verano-1997,regular,19:00  Hrs.,Cuauhtémoc,1997-04-23 19:00:00,0.0,0.0
15087,Necaxa,"mié 23 de abril, 1997",Cruz Azul,1 - 4,jornada-15,verano-1997,regular,20:45  Hrs.,Azul,1997-04-23 20:45:00,1.0,4.0
15088,Atlas,"mié 23 de abril, 1997",Chivas,2 - 2,jornada-15,verano-1997,regular,20:45  Hrs.,Jalisco,1997-04-23 20:45:00,2.0,2.0
15089,Toros Neza,"jue 24 de abril, 1997",América,1 - 1,jornada-15,verano-1997,regular,20:45  Hrs.,Azteca,1997-04-24 20:45:00,1.0,1.0
15090,Estudiantes,"sáb 26 de abril, 1997",Veracruz,1 - 2,jornada-16,verano-1997,regular,16:00  Hrs.,Luis Pirata Fuente,1997-04-26 16:00:00,1.0,2.0
15091,Puebla,"sáb 26 de abril, 1997",Necaxa,1 - 1,jornada-16,verano-1997,regular,17:00  Hrs.,Azteca,1997-04-26 17:00:00,1.0,1.0
15092,Pachuca,"sáb 26 de abril, 1997",Monterrey,5 - 4,jornada-16,verano-1997,regular,17:00  Hrs.,Tecnológico,1997-04-26 17:00:00,5.0,4.0
15093,Atlante,"sáb 26 de abril, 1997",Celaya,0 - 0,jornada-16,verano-1997,regular,20:15  Hrs.,Miguel Alemán Valdés,1997-04-26 20:15:00,0.0,0.0
15094,Cruz Azul,"sáb 26 de abril, 1997",Atlas,2 - 2,jornada-16,verano-1997,regular,20:45  Hrs.,Jalisco,1997-04-26 20:45:00,2.0,2.0
15095,América,"dom 27 de abril, 1997",Pumas,2 - 1,jornada-16,verano-1997,regular,12:00  Hrs.,Ciudad Universitaria,1997-04-27 12:00:00,2.0,1.0
15096,Morelia,"dom 27 de abril, 1997",Toros Neza,4 - 2,jornada-16,verano-1997,regular,15:00  Hrs.,Neza 86,1997-04-27 15:00:00,4.0,2.0
15097,Chivas,"dom 27 de abril, 1997",Toluca,1 - 2,jornada-16,verano-1997,regular,15:00  Hrs.,Nemesio Díez Riega,1997-04-27 15:00:00,1.0,2.0
15098,León,"dom 27 de abril, 1997",Santos,3 - 2,jornada-16,verano-1997,regular,16:00  Hrs.,Corona,1997-04-27 16:00:00,3.0,2.0
15099,Toros Neza,"sáb 3 de mayo, 1997",Chivas,2 - 0,jornada-17,verano-1997,regular,20:30  Hrs.,Jalisco,1997-05-03 20:30:00,2.0,0.0
15100,Celaya,"dom 4 de mayo, 1997",Santos,3 - 2,jornada-17,verano-1997,regular,12:00  Hrs.,Corona,1997-05-04 12:00:00,3.0,2.0
15101,León,"dom 4 de mayo, 1997",América,3 - 2,jornada-17,verano-1997,regular,12:00  Hrs.,Corregidora,1997-05-04 12:00:00,3.0,2.0
15102,Monterrey,"dom 4 de mayo, 1997",Atlante,2 - 0,jornada-17,verano-1997,regular,12:00  Hrs.,Azteca,1997-05-04 12:00:00,2.0,0.0
15103,Necaxa,"dom 4 de mayo, 1997",Estudiantes,0 - 2,jornada-17,verano-1997,regular,12:00  Hrs.,Tres de Marzo,1997-05-04 12:00:00,0.0,2.0
15104,Pumas,"dom 4 de mayo, 1997",Morelia,2 - 1,jornada-17,verano-1997,regular,12:00  Hrs.,Morelos,1997-05-04 12:00:00,2.0,1.0
15105,Toluca,"dom 4 de mayo, 1997",Cruz Azul,3 - 2,jornada-17,verano-1997,regular,12:00  Hrs.,Azul,1997-05-04 12:00:00,3.0,2.0
15106,Atlas,"dom 4 de mayo, 1997",Puebla,1 - 2,jornada-17,verano-1997,regular,12:00  Hrs.,Cuauhtémoc,1997-05-04 12:00:00,1.0,2.0
15107,Veracruz,"dom 4 de mayo, 1997",Pachuca,3 - 2,jornada-17,verano-1997,regular,16:00  Hrs.,Hidalgo,1997-05-04 16:00:00,3.0,2.0
15108,Toros Neza,"sáb 3 de mayo, 1997",Chivas,2 - 0,jornada-18,verano-1997,regular,20:30  Hrs.,Jalisco,1997-05-03 20:30:00,2.0,0.0
15109,Celaya,"dom 4 de mayo, 1997",Santos,3 - 2,jornada-18,verano-1997,regular,12:00  Hrs.,Corona,1997-05-04 12:00:00,3.0,2.0
15110,León,"dom 4 de mayo, 1997",América,3 - 2,jornada-18,verano-1997,regular,12:00  Hrs.,Corregidora,1997-05-04 12:00:00,3.0,2.0
15111,Monterrey,"dom 4 de mayo, 1997",Atlante,2 - 0,jornada-18,verano-1997,regular,12:00  Hrs.,Azteca,1997-05-04 12:00:00,2.0,0.0
15112,Necaxa,"dom 4 de mayo, 1997",Estudiantes,0 - 2,jornada-18,verano-1997,regular,12:00  Hrs.,Tres de Marzo,1997-05-04 12:00:00,0.0,2.0
15113,Pumas,"dom 4 de mayo, 1997",Morelia,2 - 1,jornada-18,verano-1997,regular,12:00  Hrs.,Morelos,1997-05-04 12:00:00,2.0,1.0
