tournament,team,pts,jj,dg,jg,je,jp,gf,gc
temporada-1980-1981,América,49,38,7,11,16,11,48,41
temporada-1980-1981,Monterrey,42,38,-1,5,27,6,29,30
temporada-1980-1981,Atlas,32,38,-21,6,14,18,26,47
temporada-1980-1981,Cruz Azul,57,38,11,13,18,7,43,32
temporada-1980-1981,Toros Neza,54,38,4,12,18,8,37,33
temporada-1980-1981,Leones Negros,43,38,-10,10,13,15,40,50
temporada-1980-1981,Puebla,40,38,-8,5,25,8,28,36
temporada-1980-1981,León,36,38,-29,5,21,12,26,55
temporada-1980-1981,Estudiantes,68,38,23,17,17,4,58,35
temporada-1980-1981,Zacatepec,55,38,10,15,10,13,63,53
temporada-1980-1981,Atlante,49,38,6,12,13,13,46,40
temporada-1980-1981,Potosino,49,38,-2,9,22,7,42,44
temporada-1980-1981,Curtidores,39,38,-13,7,18,13,25,38
temporada-1980-1981,Pumas,66,38,29,17,15,6,71,42
temporada-1980-1981,Campesinos,47,38,3,9,20,9,27,24
temporada-1980-1981,Chivas,45,38,1,6,27,5,17,16
temporada-1980-1981,Tigres,41,38,-9,9,14,15,37,46
temporada-1980-1981,Tampico Madero,40,38,-6,8,16,14,39,45
liguilla-1979-1980,Tigres,9,6,3,2,3,1,9,6
liguilla-1979-1980,América,8,6,1,2,2,2,6,5
liguilla-1979-1980,Pumas,7,6,0,1,4,1,3,3
liguilla-1979-1980,Zacatepec,6,6,-4,1,3,2,5,9
liguilla-1979-1980,Cruz Azul,12,6,2,4,0,2,8,6
liguilla-1979-1980,Atlante,8,6,2,2,2,2,12,10
liguilla-1979-1980,Toros Neza,8,6,0,2,2,2,5,5
liguilla-1979-1980,Tampico Madero,5,6,-4,1,2,3,6,10
temporada-1979-1980,Cruz Azul,71,38,29,18,17,3,61,32
temporada-1979-1980,Atlante,63,38,27,16,15,7,59,32
temporada-1979-1980,Monterrey,43,38,-5,7,22,9,30,35
temporada-1979-1980,Jalisco,41,38,-5,8,17,13,42,47
temporada-1979-1980,Puebla,40,38,-10,9,13,16,47,57
temporada-1979-1980,Pumas,63,38,13,17,12,9,62,49
temporada-1979-1980,Tampico Madero,57,38,12,14,15,9,55,43
temporada-1979-1980,Chivas,39,38,-1,4,27,7,20,21
temporada-1979-1980,Curtidores,38,38,-12,9,11,18,30,42
temporada-1979-1980,Potosino,38,38,-15,7,17,14,29,44
temporada-1979-1980,América,78,38,32,22,12,4,68,36
temporada-1979-1980,Toros Neza,55,38,15,11,22,5,52,37
temporada-1979-1980,Toluca,46,38,-5,10,16,12,36,41
temporada-1979-1980,Leones Negros,41,38,-13,9,14,15,40,53
temporada-1979-1980,León,38,38,-17,8,14,16,35,52
temporada-1979-1980,Tigres,55,38,1,14,13,11,56,55
temporada-1979-1980,Zacatepec,50,38,6,8,26,4,33,27
temporada-1979-1980,Estudiantes,44,38,-12,9,17,12,45,57
temporada-1979-1980,Atlas,39,38,-21,8,15,15,37,58
temporada-1979-1980,Atlético Español,38,38,-19,9,11,18,34,53
liguilla-1978-1979,Cruz Azul,13,6,3,4,1,1,8,5
liguilla-1978-1979,Toluca,9,6,4,3,0,3,9,5
liguilla-1978-1979,América,9,6,1,3,0,3,7,6
liguilla-1978-1979,Potosino,4,6,-8,1,1,4,5,13
liguilla-1978-1979,Pumas,11,6,3,3,2,1,9,6
liguilla-1978-1979,Tigres,11,6,1,3,2,1,7,6
liguilla-1978-1979,Monterrey,7,6,0,1,4,1,8,8
liguilla-1978-1979,Zacatepec,2,6,-4,0,2,4,6,10
temporada-1978-1979,Monterrey,49,38,5,10,19,9,40,35
temporada-1978-1979,América,43,38,3,8,19,11,37,34
temporada-1978-1979,Chivas,43,38,-13,9,16,13,33,46
temporada-1978-1979,Atlante,39,38,-2,3,30,5,16,18
temporada-1978-1979,Veracruz,36,38,-30,5,21,12,21,51
temporada-1978-1979,Potosino,61,38,6,16,13,9,47,41
temporada-1978-1979,Pumas,60,38,19,16,12,10,69,50
temporada-1978-1979,León,51,38,-4,11,18,9,39,43
temporada-1978-1979,Tampico Madero,50,38,1,11,17,10,53,52
temporada-1978-1979,Jalisco,39,38,-9,5,24,9,25,34
temporada-1978-1979,Cruz Azul,61,38,32,14,19,5,57,25
temporada-1978-1979,Toluca,60,38,12,16,12,10,45,33
temporada-1978-1979,Puebla,50,38,2,11,17,10,46,44
temporada-1978-1979,Curtidores,44,38,-4,10,14,14,48,52
temporada-1978-1979,Leones Negros,37,38,-9,6,19,13,38,47
temporada-1978-1979,Tigres,60,38,9,14,18,6,48,39
temporada-1978-1979,Atlético Español,49,38,-9,11,16,11,45,54
temporada-1978-1979,Zacatepec,45,38,6,4,33,1,18,12
temporada-1978-1979,Estudiantes,42,38,4,6,24,8,34,30
temporada-1978-1979,Toros Neza,31,38,-19,4,19,15,16,35
temporada-1977-1978,Estudiantes,58,38,25,12,22,4,55,30
temporada-1977-1978,Pumas,47,38,7,7,26,5,34,27
temporada-1977-1978,Santos Laguna,44,38,1,4,32,2,18,17
temporada-1977-1978,Potosino,34,38,-21,4,22,12,21,42
temporada-1977-1978,Curtidores,33,38,-20,3,24,11,18,38
temporada-1977-1978,América,59,38,8,13,20,5,34,26
temporada-1977-1978,Tigres,52,38,5,11,19,8,26,21
temporada-1977-1978,León,49,38,4,9,22,7,39,35
temporada-1977-1978,Monterrey,48,38,6,8,24,6,32,26
temporada-1977-1978,Jalisco,44,38,1,5,29,4,19,18
temporada-1977-1978,Tampico Madero,49,38,4,9,22,7,38,34
temporada-1977-1978,Cruz Azul,47,38,5,7,26,5,32,27
temporada-1977-1978,Veracruz,42,38,1,5,27,6,22,21
temporada-1977-1978,Chivas,35,38,-10,4,23,11,24,34
temporada-1977-1978,Atlante,34,38,-13,3,25,10,19,32
temporada-1977-1978,Toluca,52,38,11,9,25,4,25,14
temporada-1977-1978,Leones Negros,52,38,9,11,19,8,42,33
temporada-1977-1978,Atlético Español,48,38,7,8,24,6,41,34
temporada-1977-1978,Puebla,39,38,-10,6,21,11,17,27
temporada-1977-1978,Atlas,37,38,-20,5,22,11,17,37
liguilla-1976-1977,Pumas,11,6,2,3,2,1,8,6
liguilla-1976-1977,Cruz Azul,10,6,2,3,1,2,6,4
liguilla-1976-1977,Chiapas FC,7,6,1,2,1,3,7,6
liguilla-1976-1977,Atlético Español,5,6,-5,1,2,3,3,8
liguilla-1976-1977,América,11,6,8,3,2,1,14,6
liguilla-1976-1977,Leones Negros,11,6,5,3,2,1,8,3
liguilla-1976-1977,Potosino,7,6,-5,2,1,3,9,14
liguilla-1976-1977,Chivas,4,6,-8,1,1,4,2,10
temporada-1976-1977,América,64,38,16,15,19,4,51,35
temporada-1976-1977,Puebla,51,38,3,13,12,13,49,46
temporada-1976-1977,León,51,38,2,12,15,11,45,43
temporada-1976-1977,Chivas,51,38,1,11,18,9,35,34
temporada-1976-1977,Veracruz,41,38,-14,9,14,15,40,54
temporada-1976-1977,Pumas,65,38,18,17,14,7,58,40
temporada-1976-1977,Potosino,52,38,6,12,16,10,44,38
temporada-1976-1977,Estudiantes,45,38,-1,7,24,7,22,23
temporada-1976-1977,Monterrey,40,38,-8,8,16,14,40,48
temporada-1976-1977,Zacatepec,34,38,-14,3,25,10,15,29
temporada-1976-1977,Cruz Azul,60,38,11,15,15,8,46,35
temporada-1976-1977,Chiapas FC,50,38,0,10,20,8,40,40
temporada-1976-1977,Toluca,45,38,-4,10,15,13,37,41
temporada-1976-1977,Atlas,43,38,-8,9,16,13,46,54
temporada-1976-1977,Tigres,36,38,-15,6,18,14,32,47
temporada-1976-1977,Atlético Español,59,38,18,14,17,7,40,22
temporada-1976-1977,Leones Negros,55,38,7,13,16,9,41,34
temporada-1976-1977,Jalisco,45,38,3,9,18,11,58,55
temporada-1976-1977,Santos,44,38,-13,8,20,10,30,43
temporada-1976-1977,Curtidores,38,38,-8,8,14,16,41,49
temporada-1975-1976,América,73,38,17,21,10,7,55,38
temporada-1975-1976,Estudiantes,48,38,-6,9,21,8,25,31
temporada-1975-1976,Chivas,43,38,-10,9,16,13,34,44
temporada-1975-1976,Puebla,38,38,-16,8,14,16,38,54
temporada-1975-1976,Potosino,31,38,-30,7,10,21,35,65
temporada-1975-1976,Monterrey,60,38,12,15,15,8,43,31
temporada-1975-1976,Atlas,50,38,3,12,14,12,51,48
temporada-1975-1976,Curtidores,47,38,2,8,23,7,41,39
temporada-1975-1976,Tigres,43,38,-5,7,22,9,31,36
temporada-1975-1976,Atlante,33,38,-18,3,24,11,18,36
temporada-1975-1976,Leones Negros,58,38,15,15,13,10,48,33
temporada-1975-1976,Cruz Azul,57,38,21,14,15,9,51,30
temporada-1975-1976,Veracruz,44,38,-22,10,14,14,35,57
temporada-1975-1976,Atlético Español,42,38,3,5,27,6,28,25
temporada-1975-1976,Zacatepec,37,38,-18,8,13,17,35,53
temporada-1975-1976,Pumas,61,38,21,15,16,7,56,35
temporada-1975-1976,León,61,38,17,15,16,7,49,32
temporada-1975-1976,Toluca,54,38,8,13,15,10,44,36
temporada-1975-1976,Laguna,51,38,7,11,18,9,44,37
temporada-1975-1976,Jalisco,44,38,-1,10,14,14,58,59
