,away_team,date,home_team,result,round,season,season_round,time,venue
1403,Santos,"dom 20 de noviembre, 2016",Toluca,1 - 2,jornada-33,apertura-2016,regular,12:00  Hrs.,Nemesio Díez Riega
1404,Pumas,"dom 20 de noviembre, 2016",Puebla,0 - 3,jornada-33,apertura-2016,regular,18:00  Hrs.,Cuauhtémoc
1405,Club Tijuana,"vie 18 de noviembre, 2016",Veracruz,2 - 1,jornada-34,apertura-2016,regular,21:00  Hrs.,Luis Pirata Fuente
1406,Atlas,"sáb 19 de noviembre, 2016",Chiapas FC,1 - 0,jornada-34,apertura-2016,regular,17:00  Hrs.,Víctor Manuel Reyna
1407,León,"sáb 19 de noviembre, 2016",Cruz Azul,2 - 3,jornada-34,apertura-2016,regular,17:00  Hrs.,Azul
1408,Monterrey,"sáb 19 de noviembre, 2016",Morelia,1 - 2,jornada-34,apertura-2016,regular,19:00  Hrs.,Morelos
1409,Club Querétaro,"sáb 19 de noviembre, 2016",Tigres,1 - 2,jornada-34,apertura-2016,regular,19:00  Hrs.,Universitario
1410,América,"sáb 19 de noviembre, 2016",Pachuca,3 - 3,jornada-34,apertura-2016,regular,19:06  Hrs.,Hidalgo
1411,Necaxa,"sáb 19 de noviembre, 2016",Chivas,1 - 1,jornada-34,apertura-2016,regular,21:00  Hrs.,Chivas
1412,Santos,"dom 20 de noviembre, 2016",Toluca,1 - 2,jornada-34,apertura-2016,regular,12:00  Hrs.,Nemesio Díez Riega
1413,Pumas,"dom 20 de noviembre, 2016",Puebla,0 - 3,jornada-34,apertura-2016,regular,18:00  Hrs.,Cuauhtémoc
1414,Club Tijuana,"vie 18 de noviembre, 2016",Veracruz,2 - 1,jornada-35,apertura-2016,regular,21:00  Hrs.,Luis Pirata Fuente
1415,Atlas,"sáb 19 de noviembre, 2016",Chiapas FC,1 - 0,jornada-35,apertura-2016,regular,17:00  Hrs.,Víctor Manuel Reyna
1416,León,"sáb 19 de noviembre, 2016",Cruz Azul,2 - 3,jornada-35,apertura-2016,regular,17:00  Hrs.,Azul
1417,Monterrey,"sáb 19 de noviembre, 2016",Morelia,1 - 2,jornada-35,apertura-2016,regular,19:00  Hrs.,Morelos
1418,Club Querétaro,"sáb 19 de noviembre, 2016",Tigres,1 - 2,jornada-35,apertura-2016,regular,19:00  Hrs.,Universitario
1419,América,"sáb 19 de noviembre, 2016",Pachuca,3 - 3,jornada-35,apertura-2016,regular,19:06  Hrs.,Hidalgo
1420,Necaxa,"sáb 19 de noviembre, 2016",Chivas,1 - 1,jornada-35,apertura-2016,regular,21:00  Hrs.,Chivas
1421,Santos,"dom 20 de noviembre, 2016",Toluca,1 - 2,jornada-35,apertura-2016,regular,12:00  Hrs.,Nemesio Díez Riega
1422,Pumas,"dom 20 de noviembre, 2016",Puebla,0 - 3,jornada-35,apertura-2016,regular,18:00  Hrs.,Cuauhtémoc
1423,Club Tijuana,"vie 18 de noviembre, 2016",Veracruz,2 - 1,jornada-36,apertura-2016,regular,21:00  Hrs.,Luis Pirata Fuente
1424,Atlas,"sáb 19 de noviembre, 2016",Chiapas FC,1 - 0,jornada-36,apertura-2016,regular,17:00  Hrs.,Víctor Manuel Reyna
1425,León,"sáb 19 de noviembre, 2016",Cruz Azul,2 - 3,jornada-36,apertura-2016,regular,17:00  Hrs.,Azul
1426,Monterrey,"sáb 19 de noviembre, 2016",Morelia,1 - 2,jornada-36,apertura-2016,regular,19:00  Hrs.,Morelos
1427,Club Querétaro,"sáb 19 de noviembre, 2016",Tigres,1 - 2,jornada-36,apertura-2016,regular,19:00  Hrs.,Universitario
1428,América,"sáb 19 de noviembre, 2016",Pachuca,3 - 3,jornada-36,apertura-2016,regular,19:06  Hrs.,Hidalgo
1429,Necaxa,"sáb 19 de noviembre, 2016",Chivas,1 - 1,jornada-36,apertura-2016,regular,21:00  Hrs.,Chivas
1430,Santos,"dom 20 de noviembre, 2016",Toluca,1 - 2,jornada-36,apertura-2016,regular,12:00  Hrs.,Nemesio Díez Riega
1431,Pumas,"dom 20 de noviembre, 2016",Puebla,0 - 3,jornada-36,apertura-2016,regular,18:00  Hrs.,Cuauhtémoc
1432,Club Tijuana,"vie 18 de noviembre, 2016",Veracruz,2 - 1,jornada-37,apertura-2016,regular,21:00  Hrs.,Luis Pirata Fuente
1433,Atlas,"sáb 19 de noviembre, 2016",Chiapas FC,1 - 0,jornada-37,apertura-2016,regular,17:00  Hrs.,Víctor Manuel Reyna
1434,León,"sáb 19 de noviembre, 2016",Cruz Azul,2 - 3,jornada-37,apertura-2016,regular,17:00  Hrs.,Azul
1435,Monterrey,"sáb 19 de noviembre, 2016",Morelia,1 - 2,jornada-37,apertura-2016,regular,19:00  Hrs.,Morelos
1436,Club Querétaro,"sáb 19 de noviembre, 2016",Tigres,1 - 2,jornada-37,apertura-2016,regular,19:00  Hrs.,Universitario
1437,América,"sáb 19 de noviembre, 2016",Pachuca,3 - 3,jornada-37,apertura-2016,regular,19:06  Hrs.,Hidalgo
1438,Necaxa,"sáb 19 de noviembre, 2016",Chivas,1 - 1,jornada-37,apertura-2016,regular,21:00  Hrs.,Chivas
1439,Santos,"dom 20 de noviembre, 2016",Toluca,1 - 2,jornada-37,apertura-2016,regular,12:00  Hrs.,Nemesio Díez Riega
1440,Pumas,"dom 20 de noviembre, 2016",Puebla,0 - 3,jornada-37,apertura-2016,regular,18:00  Hrs.,Cuauhtémoc
1441,Club Tijuana,"vie 18 de noviembre, 2016",Veracruz,2 - 1,jornada-38,apertura-2016,regular,21:00  Hrs.,Luis Pirata Fuente
1442,Atlas,"sáb 19 de noviembre, 2016",Chiapas FC,1 - 0,jornada-38,apertura-2016,regular,17:00  Hrs.,Víctor Manuel Reyna
1443,León,"sáb 19 de noviembre, 2016",Cruz Azul,2 - 3,jornada-38,apertura-2016,regular,17:00  Hrs.,Azul
1444,Monterrey,"sáb 19 de noviembre, 2016",Morelia,1 - 2,jornada-38,apertura-2016,regular,19:00  Hrs.,Morelos
1445,Club Querétaro,"sáb 19 de noviembre, 2016",Tigres,1 - 2,jornada-38,apertura-2016,regular,19:00  Hrs.,Universitario
1446,América,"sáb 19 de noviembre, 2016",Pachuca,3 - 3,jornada-38,apertura-2016,regular,19:06  Hrs.,Hidalgo
1447,Necaxa,"sáb 19 de noviembre, 2016",Chivas,1 - 1,jornada-38,apertura-2016,regular,21:00  Hrs.,Chivas
1448,Santos,"dom 20 de noviembre, 2016",Toluca,1 - 2,jornada-38,apertura-2016,regular,12:00  Hrs.,Nemesio Díez Riega
1449,Pumas,"dom 20 de noviembre, 2016",Puebla,0 - 3,jornada-38,apertura-2016,regular,18:00  Hrs.,Cuauhtémoc
1450,Club Tijuana,"mié 23 de noviembre, 2016",León,3 - 0,ida,apertura-2016,cuartos-de-final,19:30  Hrs.,Estadio León
1451,Tigres,"mié 23 de noviembre, 2016",Pumas,2 - 2,ida,apertura-2016,cuartos-de-final,21:30  Hrs.,Olímpico de CU
1452,Pachuca,"jue 24 de noviembre, 2016",Necaxa,2 - 1,ida,apertura-2016,cuartos-de-final,19:30  Hrs.,Victoria
1453,Chivas,"jue 24 de noviembre, 2016",América,1 - 1,ida,apertura-2016,cuartos-de-final,21:30  Hrs.,Azteca
1454,Pumas,"sáb 26 de noviembre, 2016",Tigres,5 - 0,vuelta,apertura-2016,cuartos-de-final,19:00  Hrs.,Universitario
1455,León,"sáb 26 de noviembre, 2016",Club Tijuana,3 - 2,vuelta,apertura-2016,cuartos-de-final,21:00  Hrs.,Caliente
1456,América,"dom 27 de noviembre, 2016",Chivas,0 - 1,vuelta,apertura-2016,cuartos-de-final,18:06  Hrs.,Chivas
1457,Necaxa,"dom 27 de noviembre, 2016",Pachuca,0 - 0,vuelta,apertura-2016,cuartos-de-final,20:06  Hrs.,Hidalgo
1458,Tigres,"mié 30 de noviembre, 2016",León,0 - 1,ida,apertura-2016,semifinales,20:00  Hrs.,Estadio León
1459,América,"jue 1 de diciembre, 2016",Necaxa,1 - 1,ida,apertura-2016,semifinales,21:00  Hrs.,Victoria
1460,León,"sáb 3 de diciembre, 2016",Tigres,2 - 1,vuelta,apertura-2016,semifinales,19:00  Hrs.,Universitario
1461,Necaxa,"dom 4 de diciembre, 2016",América,2 - 0,vuelta,apertura-2016,semifinales,20:00  Hrs.,Azteca
1462,América,"dom 25 de diciembre, 2016",Tigres,(3) 1 - 1 (0),vuelta,apertura-2016,final,18:30  Hrs.,Universitario
1463,Tigres,"jue 22 de diciembre, 2016",América,1 - 1,ida,apertura-2016,final,21:00  Hrs.,Azteca
1464,Atlas,"vie 8 de enero, 2016",Club Querétaro,1 - 3,jornada-1,clausura-2016,regular,19:30  Hrs.,
1465,Pachuca,"vie 8 de enero, 2016",Club Tijuana,1 - 1,jornada-1,clausura-2016,regular,21:30  Hrs.,
1466,Puebla,"sáb 9 de enero, 2016",América,0 - 0,jornada-1,clausura-2016,regular,17:00  Hrs.,
1467,Pumas,"sáb 9 de enero, 2016",Monterrey,1 - 0,jornada-1,clausura-2016,regular,19:00  Hrs.,
1468,Santos,"sáb 9 de enero, 2016",León,2 - 0,jornada-1,clausura-2016,regular,20:06  Hrs.,
1469,Cruz Azul,"sáb 9 de enero, 2016",Morelia,2 - 2,jornada-1,clausura-2016,regular,20:30  Hrs.,
1470,Dorados,"sáb 9 de enero, 2016",Chiapas FC,1 - 0,jornada-1,clausura-2016,regular,21:00  Hrs.,
1471,Tigres,"dom 10 de enero, 2016",Toluca,1 - 0,jornada-1,clausura-2016,regular,12:00  Hrs.,
1472,Veracruz,"dom 10 de enero, 2016",Chivas,2 - 2,jornada-1,clausura-2016,regular,17:00  Hrs.,
1473,León,"vie 15 de enero, 2016",Veracruz,1 - 3,jornada-2,clausura-2016,regular,19:30  Hrs.,
1474,Chiapas FC,"vie 15 de enero, 2016",Santos,1 - 0,jornada-2,clausura-2016,regular,21:30  Hrs.,
1475,Chivas,"sáb 16 de enero, 2016",Cruz Azul,1 - 1,jornada-2,clausura-2016,regular,17:00  Hrs.,
1476,Morelia,"sáb 16 de enero, 2016",Tigres,2 - 0,jornada-2,clausura-2016,regular,19:00  Hrs.,
1477,Club Querétaro,"sáb 16 de enero, 2016",Pachuca,1 - 0,jornada-2,clausura-2016,regular,20:06  Hrs.,
1478,América,"sáb 16 de enero, 2016",Atlas,0 - 3,jornada-2,clausura-2016,regular,20:30  Hrs.,
1479,Club Tijuana,"sáb 16 de enero, 2016",Dorados,0 - 1,jornada-2,clausura-2016,regular,21:00  Hrs.,
1480,Toluca,"dom 17 de enero, 2016",Pumas,3 - 2,jornada-2,clausura-2016,regular,12:00  Hrs.,
1481,Monterrey,"dom 17 de enero, 2016",Puebla,1 - 3,jornada-2,clausura-2016,regular,17:00  Hrs.,
1482,Dorados,"vie 22 de enero, 2016",Club Querétaro,3 - 0,jornada-3,clausura-2016,regular,19:30  Hrs.,
1483,Santos,"vie 22 de enero, 2016",Club Tijuana,1 - 3,jornada-3,clausura-2016,regular,21:30  Hrs.,
1484,Pachuca,"sáb 23 de enero, 2016",América,1 - 4,jornada-3,clausura-2016,regular,17:00  Hrs.,
1485,Atlas,"sáb 23 de enero, 2016",Monterrey,1 - 0,jornada-3,clausura-2016,regular,19:00  Hrs.,
1486,Cruz Azul,"sáb 23 de enero, 2016",León,3 - 2,jornada-3,clausura-2016,regular,20:06  Hrs.,
1487,Toluca,"sáb 23 de enero, 2016",Morelia,1 - 1,jornada-3,clausura-2016,regular,20:30  Hrs.,
1488,Veracruz,"sáb 23 de enero, 2016",Chiapas FC,1 - 1,jornada-3,clausura-2016,regular,21:00  Hrs.,
1489,Puebla,"dom 24 de enero, 2016",Pumas,0 - 1,jornada-3,clausura-2016,regular,12:00  Hrs.,
1490,Tigres,"dom 24 de enero, 2016",Chivas,2 - 2,jornada-3,clausura-2016,regular,17:00  Hrs.,
1491,Club Querétaro,"vie 29 de enero, 2016",Santos,2 - 0,jornada-4,clausura-2016,regular,21:30  Hrs.,
1492,Club Tijuana,"vie 29 de enero, 2016",Veracruz,2 - 2,jornada-4,clausura-2016,regular,21:30  Hrs.,
1493,Chiapas FC,"sáb 30 de enero, 2016",Cruz Azul,2 - 1,jornada-4,clausura-2016,regular,17:00  Hrs.,
1494,Chivas,"sáb 30 de enero, 2016",Morelia,2 - 0,jornada-4,clausura-2016,regular,18:30  Hrs.,
1495,León,"sáb 30 de enero, 2016",Tigres,3 - 1,jornada-4,clausura-2016,regular,19:00  Hrs.,
1496,Monterrey,"sáb 30 de enero, 2016",Pachuca,3 - 1,jornada-4,clausura-2016,regular,20:06  Hrs.,
1497,Pumas,"sáb 30 de enero, 2016",Atlas,1 - 1,jornada-4,clausura-2016,regular,20:30  Hrs.,
1498,América,"sáb 30 de enero, 2016",Dorados,0 - 3,jornada-4,clausura-2016,regular,21:00  Hrs.,
1499,Puebla,"dom 31 de enero, 2016",Toluca,1 - 1,jornada-4,clausura-2016,regular,12:00  Hrs.,
1500,Veracruz,"vie 5 de febrero, 2016",Club Querétaro,2 - 1,jornada-5,clausura-2016,regular,19:30  Hrs.,
1501,Tigres,"vie 5 de febrero, 2016",Chiapas FC,1 - 3,jornada-5,clausura-2016,regular,21:00  Hrs.,
1502,Cruz Azul,"vie 5 de febrero, 2016",Club Tijuana,1 - 1,jornada-5,clausura-2016,regular,21:30  Hrs.,
1503,Santos,"sáb 6 de febrero, 2016",América,2 - 0,jornada-5,clausura-2016,regular,17:00  Hrs.,
1504,Atlas,"sáb 6 de febrero, 2016",Puebla,4 - 1,jornada-5,clausura-2016,regular,19:00  Hrs.,
1505,Dorados,"sáb 6 de febrero, 2016",Monterrey,3 - 0,jornada-5,clausura-2016,regular,19:00  Hrs.,
1506,Morelia,"sáb 6 de febrero, 2016",León,1 - 2,jornada-5,clausura-2016,regular,20:06  Hrs.,
1507,Toluca,"sáb 6 de febrero, 2016",Chivas,1 - 1,jornada-5,clausura-2016,regular,21:00  Hrs.,
1508,Pachuca,"dom 7 de febrero, 2016",Pumas,1 - 1,jornada-5,clausura-2016,regular,12:00  Hrs.,
1509,América,"vie 12 de febrero, 2016",Veracruz,1 - 1,jornada-6,clausura-2016,regular,19:30  Hrs.,
1510,Atlas,"vie 12 de febrero, 2016",Toluca,1 - 1,jornada-6,clausura-2016,regular,20:30  Hrs.,
1511,Monterrey,"vie 12 de febrero, 2016",Santos,1 - 2,jornada-6,clausura-2016,regular,21:30  Hrs.,
1512,Club Querétaro,"sáb 13 de febrero, 2016",Cruz Azul,2 - 1,jornada-6,clausura-2016,regular,17:00  Hrs.,
1513,Club Tijuana,"sáb 13 de febrero, 2016",Tigres,1 - 2,jornada-6,clausura-2016,regular,19:00  Hrs.,
1514,Pumas,"sáb 13 de febrero, 2016",Dorados,2 - 3,jornada-6,clausura-2016,regular,21:00  Hrs.,
1515,León,"dom 14 de febrero, 2016",Chivas,0 - 1,jornada-6,clausura-2016,regular,12:00  Hrs.,
1516,Puebla,"dom 14 de febrero, 2016",Pachuca,5 - 2,jornada-6,clausura-2016,regular,19:00  Hrs.,
1517,Chiapas FC,"sáb 26 de marzo, 2016",Morelia,2 - 0,jornada-6,clausura-2016,regular,20:30  Hrs.,
1518,Tigres,"vie 19 de febrero, 2016",Club Querétaro,2 - 2,jornada-7,clausura-2016,regular,19:30  Hrs.,
1519,Morelia,"vie 19 de febrero, 2016",Club Tijuana,1 - 1,jornada-7,clausura-2016,regular,21:30  Hrs.,
1520,Cruz Azul,"sáb 20 de febrero, 2016",América,3 - 3,jornada-7,clausura-2016,regular,17:00  Hrs.,
1521,Veracruz,"sáb 20 de febrero, 2016",Monterrey,5 - 1,jornada-7,clausura-2016,regular,19:00  Hrs.,
1522,Toluca,"sáb 20 de febrero, 2016",León,5 - 1,jornada-7,clausura-2016,regular,20:06  Hrs.,
1523,Pachuca,"sáb 20 de febrero, 2016",Atlas,1 - 0,jornada-7,clausura-2016,regular,20:30  Hrs.,
1524,Chivas,"sáb 20 de febrero, 2016",Chiapas FC,1 - 1,jornada-7,clausura-2016,regular,21:00  Hrs.,
1525,Santos,"dom 21 de febrero, 2016",Pumas,1 - 1,jornada-7,clausura-2016,regular,12:00  Hrs.,
1526,Dorados,"dom 21 de febrero, 2016",Puebla,3 - 2,jornada-7,clausura-2016,regular,17:00  Hrs.,
1527,Pumas,"vie 26 de febrero, 2016",Veracruz,0 - 0,jornada-8,clausura-2016,regular,21:30  Hrs.,
1528,Monterrey,"sáb 27 de febrero, 2016",Cruz Azul,4 - 0,jornada-8,clausura-2016,regular,17:00  Hrs.,
1529,América,"sáb 27 de febrero, 2016",Tigres,4 - 1,jornada-8,clausura-2016,regular,19:00  Hrs.,
1530,Puebla,"sáb 27 de febrero, 2016",Santos,1 - 1,jornada-8,clausura-2016,regular,19:00  Hrs.,
1531,Chiapas FC,"sáb 27 de febrero, 2016",León,1 - 3,jornada-8,clausura-2016,regular,20:06  Hrs.,
1532,Club Querétaro,"sáb 27 de febrero, 2016",Morelia,1 - 1,jornada-8,clausura-2016,regular,20:30  Hrs.,
1533,Pachuca,"sáb 27 de febrero, 2016",Toluca,0 - 1,jornada-8,clausura-2016,regular,21:00  Hrs.,
1534,Atlas,"sáb 27 de febrero, 2016",Dorados,2 - 1,jornada-8,clausura-2016,regular,21:00  Hrs.,
1535,Club Tijuana,"dom 28 de febrero, 2016",Chivas,1 - 1,jornada-8,clausura-2016,regular,17:00  Hrs.,
1536,León,"vie 4 de marzo, 2016",Club Tijuana,0 - 0,jornada-9,clausura-2016,regular,21:30  Hrs.,
1537,Morelia,"sáb 5 de marzo, 2016",América,4 - 1,jornada-9,clausura-2016,regular,17:00  Hrs.,
1538,Chivas,"sáb 5 de marzo, 2016",Club Querétaro,0 - 2,jornada-9,clausura-2016,regular,18:30  Hrs.,
1539,Tigres,"sáb 5 de marzo, 2016",Monterrey,1 - 0,jornada-9,clausura-2016,regular,19:00  Hrs.,
1540,Dorados,"sáb 5 de marzo, 2016",Pachuca,2 - 2,jornada-9,clausura-2016,regular,20:06  Hrs.,
1541,Santos,"sáb 5 de marzo, 2016",Atlas,1 - 2,jornada-9,clausura-2016,regular,20:30  Hrs.,
1542,Toluca,"sáb 5 de marzo, 2016",Chiapas FC,3 - 2,jornada-9,clausura-2016,regular,21:00  Hrs.,
1543,Cruz Azul,"dom 6 de marzo, 2016",Pumas,2 - 2,jornada-9,clausura-2016,regular,12:00  Hrs.,
1544,Veracruz,"dom 6 de marzo, 2016",Puebla,1 - 1,jornada-9,clausura-2016,regular,17:00  Hrs.,
1545,Pachuca,"vie 11 de marzo, 2016",Santos,3 - 2,jornada-10,clausura-2016,regular,21:30  Hrs.,
1546,Atlas,"vie 11 de marzo, 2016",Veracruz,3 - 2,jornada-10,clausura-2016,regular,21:30  Hrs.,
1547,Puebla,"sáb 12 de marzo, 2016",Cruz Azul,1 - 1,jornada-10,clausura-2016,regular,17:00  Hrs.,
1548,Pumas,"sáb 12 de marzo, 2016",Tigres,0 - 0,jornada-10,clausura-2016,regular,19:00  Hrs.,
1549,Club Querétaro,"sáb 12 de marzo, 2016",León,2 - 0,jornada-10,clausura-2016,regular,20:06  Hrs.,
1550,Monterrey,"sáb 12 de marzo, 2016",Morelia,1 - 3,jornada-10,clausura-2016,regular,20:30  Hrs.,
1551,Club Tijuana,"sáb 12 de marzo, 2016",Chiapas FC,1 - 2,jornada-10,clausura-2016,regular,21:00  Hrs.,
1552,Dorados,"dom 13 de marzo, 2016",Toluca,3 - 0,jornada-10,clausura-2016,regular,12:00  Hrs.,
1553,América,"dom 13 de marzo, 2016",Chivas,1 - 2,jornada-10,clausura-2016,regular,19:30  Hrs.,
1554,Chiapas FC,"vie 18 de marzo, 2016",Club Querétaro,1 - 1,jornada-11,clausura-2016,regular,19:30  Hrs.,
1555,Toluca,"vie 18 de marzo, 2016",Club Tijuana,0 - 0,jornada-11,clausura-2016,regular,21:30  Hrs.,
1556,León,"sáb 19 de marzo, 2016",América,2 - 1,jornada-11,clausura-2016,regular,17:00  Hrs.,
1557,Chivas,"sáb 19 de marzo, 2016",Monterrey,1 - 3,jornada-11,clausura-2016,regular,19:00  Hrs.,
1558,Veracruz,"sáb 19 de marzo, 2016",Pachuca,6 - 0,jornada-11,clausura-2016,regular,20:06  Hrs.,
1559,Cruz Azul,"sáb 19 de marzo, 2016",Atlas,0 - 2,jornada-11,clausura-2016,regular,20:30  Hrs.,
1560,Santos,"sáb 19 de marzo, 2016",Dorados,3 - 1,jornada-11,clausura-2016,regular,21:00  Hrs.,
1561,Tigres,"dom 20 de marzo, 2016",Puebla,0 - 0,jornada-11,clausura-2016,regular,17:00  Hrs.,
1562,Morelia,"dom 20 de marzo, 2016",Pumas,4 - 2,jornada-11,clausura-2016,regular,18:00  Hrs.,
1563,Santos,"vie 1 de abril, 2016",Toluca,0 - 0,jornada-12,clausura-2016,regular,20:30  Hrs.,
1564,Club Querétaro,"vie 1 de abril, 2016",Club Tijuana,2 - 4,jornada-12,clausura-2016,regular,21:30  Hrs.,
1565,Dorados,"vie 1 de abril, 2016",Veracruz,0 - 0,jornada-12,clausura-2016,regular,21:30  Hrs.,
1566,Pachuca,"sáb 2 de abril, 2016",Cruz Azul,0 - 0,jornada-12,clausura-2016,regular,17:00  Hrs.,
1567,Atlas,"sáb 2 de abril, 2016",Tigres,2 - 2,jornada-12,clausura-2016,regular,19:00  Hrs.,
1568,Monterrey,"sáb 2 de abril, 2016",León,1 - 2,jornada-12,clausura-2016,regular,20:06  Hrs.,
1569,Puebla,"sáb 2 de abril, 2016",Morelia,2 - 0,jornada-12,clausura-2016,regular,20:30  Hrs.,
1570,América,"sáb 2 de abril, 2016",Chiapas FC,0 - 2,jornada-12,clausura-2016,regular,21:00  Hrs.,
1571,Pumas,"dom 3 de abril, 2016",Chivas,4 - 0,jornada-12,clausura-2016,regular,20:30  Hrs.,
1572,Toluca,"vie 8 de abril, 2016",Club Querétaro,0 - 0,jornada-13,clausura-2016,regular,19:30  Hrs.,
1573,Veracruz,"vie 8 de abril, 2016",Santos,2 - 0,jornada-13,clausura-2016,regular,21:30  Hrs.,
1574,Club Tijuana,"sáb 9 de abril, 2016",América,6 - 1,jornada-13,clausura-2016,regular,17:00  Hrs.,
1575,Chiapas FC,"sáb 9 de abril, 2016",Monterrey,6 - 0,jornada-13,clausura-2016,regular,19:00  Hrs.,
1576,Tigres,"sáb 9 de abril, 2016",Pachuca,2 - 1,jornada-13,clausura-2016,regular,20:06  Hrs.,
1577,Morelia,"sáb 9 de abril, 2016",Atlas,1 - 2,jornada-13,clausura-2016,regular,20:30  Hrs.,
1578,Cruz Azul,"sáb 9 de abril, 2016",Dorados,3 - 0,jornada-13,clausura-2016,regular,21:00  Hrs.,
1579,Chivas,"dom 10 de abril, 2016",Puebla,0 - 3,jornada-13,clausura-2016,regular,17:00  Hrs.,
1580,León,"dom 10 de abril, 2016",Pumas,1 - 2,jornada-13,clausura-2016,regular,18:30  Hrs.,
1581,América,"vie 15 de abril, 2016",Club Querétaro,1 - 0,jornada-14,clausura-2016,regular,19:30  Hrs.,
1582,Monterrey,"vie 15 de abril, 2016",Club Tijuana,1 - 2,jornada-14,clausura-2016,regular,21:30  Hrs.,
1583,Veracruz,"sáb 16 de abril, 2016",Toluca,4 - 2,jornada-14,clausura-2016,regular,12:45  Hrs.,
1584,Santos,"sáb 16 de abril, 2016",Cruz Azul,0 - 1,jornada-14,clausura-2016,regular,17:00  Hrs.,
1585,Dorados,"sáb 16 de abril, 2016",Tigres,5 - 2,jornada-14,clausura-2016,regular,19:00  Hrs.,
1586,Puebla,"sáb 16 de abril, 2016",León,4 - 1,jornada-14,clausura-2016,regular,20:06  Hrs.,
1587,Pachuca,"sáb 16 de abril, 2016",Morelia,1 - 0,jornada-14,clausura-2016,regular,20:30  Hrs.,
1588,Pumas,"sáb 16 de abril, 2016",Chiapas FC,1 - 2,jornada-14,clausura-2016,regular,21:00  Hrs.,
1589,Atlas,"dom 17 de abril, 2016",Chivas,1 - 0,jornada-14,clausura-2016,regular,17:00  Hrs.,
1590,Club Tijuana,"vie 22 de abril, 2016",Pumas,3 - 1,jornada-15,clausura-2016,regular,20:00  Hrs.,
1591,Cruz Azul,"vie 22 de abril, 2016",Veracruz,2 - 1,jornada-15,clausura-2016,regular,21:30  Hrs.,
1592,Toluca,"sáb 23 de abril, 2016",América,0 - 1,jornada-15,clausura-2016,regular,17:00  Hrs.,
1593,Club Querétaro,"sáb 23 de abril, 2016",Monterrey,3 - 2,jornada-15,clausura-2016,regular,19:00  Hrs.,
1594,Tigres,"sáb 23 de abril, 2016",Santos,2 - 1,jornada-15,clausura-2016,regular,19:00  Hrs.,
1595,Chivas,"sáb 23 de abril, 2016",Pachuca,1 - 1,jornada-15,clausura-2016,regular,20:06  Hrs.,
1596,León,"sáb 23 de abril, 2016",Atlas,1 - 1,jornada-15,clausura-2016,regular,20:30  Hrs.,
1597,Morelia,"sáb 23 de abril, 2016",Dorados,1 - 0,jornada-15,clausura-2016,regular,21:00  Hrs.,
1598,Chiapas FC,"dom 24 de abril, 2016",Puebla,2 - 1,jornada-15,clausura-2016,regular,17:00  Hrs.,
1599,Pumas,"vie 29 de abril, 2016",Club Querétaro,2 - 1,jornada-16,clausura-2016,regular,19:30  Hrs.,
1600,Puebla,"vie 29 de abril, 2016",Club Tijuana,0 - 0,jornada-16,clausura-2016,regular,21:30  Hrs.,
1601,Monterrey,"sáb 30 de abril, 2016",América,3 - 3,jornada-16,clausura-2016,regular,17:00  Hrs.,
1602,Veracruz,"sáb 30 de abril, 2016",Tigres,0 - 0,jornada-16,clausura-2016,regular,19:00  Hrs.,
1603,Pachuca,"sáb 30 de abril, 2016",León,0 - 0,jornada-16,clausura-2016,regular,20:06  Hrs.,
1604,Santos,"sáb 30 de abril, 2016",Morelia,3 - 2,jornada-16,clausura-2016,regular,20:30  Hrs.,
1605,Atlas,"sáb 30 de abril, 2016",Chiapas FC,0 - 3,jornada-16,clausura-2016,regular,21:00  Hrs.,
1606,Cruz Azul,"dom 1 de mayo, 2016",Toluca,0 - 2,jornada-16,clausura-2016,regular,12:00  Hrs.,
1607,Dorados,"dom 1 de mayo, 2016",Chivas,2 - 1,jornada-16,clausura-2016,regular,17:00  Hrs.,
1608,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-17,clausura-2016,regular,19:30  Hrs.,
1609,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-17,clausura-2016,regular,21:30  Hrs.,
1610,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-17,clausura-2016,regular,17:00  Hrs.,
1611,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-17,clausura-2016,regular,19:00  Hrs.,
1612,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-17,clausura-2016,regular,20:06  Hrs.,
1613,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-17,clausura-2016,regular,20:30  Hrs.,
1614,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-17,clausura-2016,regular,21:00  Hrs.,
1615,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-17,clausura-2016,regular,12:00  Hrs.,
1616,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-17,clausura-2016,regular,17:00  Hrs.,
1617,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-18,clausura-2016,regular,19:30  Hrs.,
1618,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-18,clausura-2016,regular,21:30  Hrs.,
1619,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-18,clausura-2016,regular,17:00  Hrs.,
