,away_team,date,home_team,result,round,season,season_round,time,venue
11348,Pumas,"dom 24 de noviembre, 2002",Morelia,2 - 2,jornada-35,apertura-2002,regular,16:00  Hrs.,Morelos
11349,Toluca,"dom 24 de noviembre, 2002",Santos,5 - 2,jornada-35,apertura-2002,regular,16:00  Hrs.,Corona
11350,Veracruz,"dom 24 de noviembre, 2002",Atlante,4 - 1,jornada-35,apertura-2002,regular,16:00  Hrs.,Neza 86
11351,América,"dom 24 de noviembre, 2002",Tigres,0 - 1,jornada-36,apertura-2002,regular,16:00  Hrs.,Universitario
11352,Atlas,"dom 24 de noviembre, 2002",Chiapas FC,1 - 0,jornada-36,apertura-2002,regular,16:00  Hrs.,Alfonso Lastras Ramírez
11353,Celaya,"dom 24 de noviembre, 2002",Cruz Azul,1 - 1,jornada-36,apertura-2002,regular,16:00  Hrs.,Azul
11354,Club Querétaro,"dom 24 de noviembre, 2002",Estudiantes,2 - 0,jornada-36,apertura-2002,regular,16:00  Hrs.,Tres de Marzo
11355,Gallos Blancos,"dom 24 de noviembre, 2002",Chivas,2 - 4,jornada-36,apertura-2002,regular,16:00  Hrs.,Jalisco
11356,Monterrey,"dom 24 de noviembre, 2002",Necaxa,2 - 1,jornada-36,apertura-2002,regular,16:00  Hrs.,Azteca
11357,Puebla,"dom 24 de noviembre, 2002",Pachuca,1 - 1,jornada-36,apertura-2002,regular,16:00  Hrs.,Hidalgo
11358,Pumas,"dom 24 de noviembre, 2002",Morelia,2 - 2,jornada-36,apertura-2002,regular,16:00  Hrs.,Morelos
11359,Toluca,"dom 24 de noviembre, 2002",Santos,5 - 2,jornada-36,apertura-2002,regular,16:00  Hrs.,Corona
11360,Veracruz,"dom 24 de noviembre, 2002",Atlante,4 - 1,jornada-36,apertura-2002,regular,16:00  Hrs.,Neza 86
11361,América,"dom 24 de noviembre, 2002",Tigres,0 - 1,jornada-37,apertura-2002,regular,16:00  Hrs.,Universitario
11362,Atlas,"dom 24 de noviembre, 2002",Chiapas FC,1 - 0,jornada-37,apertura-2002,regular,16:00  Hrs.,Alfonso Lastras Ramírez
11363,Celaya,"dom 24 de noviembre, 2002",Cruz Azul,1 - 1,jornada-37,apertura-2002,regular,16:00  Hrs.,Azul
11364,Club Querétaro,"dom 24 de noviembre, 2002",Estudiantes,2 - 0,jornada-37,apertura-2002,regular,16:00  Hrs.,Tres de Marzo
11365,Gallos Blancos,"dom 24 de noviembre, 2002",Chivas,2 - 4,jornada-37,apertura-2002,regular,16:00  Hrs.,Jalisco
11366,Monterrey,"dom 24 de noviembre, 2002",Necaxa,2 - 1,jornada-37,apertura-2002,regular,16:00  Hrs.,Azteca
11367,Puebla,"dom 24 de noviembre, 2002",Pachuca,1 - 1,jornada-37,apertura-2002,regular,16:00  Hrs.,Hidalgo
11368,Pumas,"dom 24 de noviembre, 2002",Morelia,2 - 2,jornada-37,apertura-2002,regular,16:00  Hrs.,Morelos
11369,Toluca,"dom 24 de noviembre, 2002",Santos,5 - 2,jornada-37,apertura-2002,regular,16:00  Hrs.,Corona
11370,Veracruz,"dom 24 de noviembre, 2002",Atlante,4 - 1,jornada-37,apertura-2002,regular,16:00  Hrs.,Neza 86
11371,América,"dom 24 de noviembre, 2002",Tigres,0 - 1,jornada-38,apertura-2002,regular,16:00  Hrs.,Universitario
11372,Atlas,"dom 24 de noviembre, 2002",Chiapas FC,1 - 0,jornada-38,apertura-2002,regular,16:00  Hrs.,Alfonso Lastras Ramírez
11373,Celaya,"dom 24 de noviembre, 2002",Cruz Azul,1 - 1,jornada-38,apertura-2002,regular,16:00  Hrs.,Azul
11374,Club Querétaro,"dom 24 de noviembre, 2002",Estudiantes,2 - 0,jornada-38,apertura-2002,regular,16:00  Hrs.,Tres de Marzo
11375,Gallos Blancos,"dom 24 de noviembre, 2002",Chivas,2 - 4,jornada-38,apertura-2002,regular,16:00  Hrs.,Jalisco
11376,Monterrey,"dom 24 de noviembre, 2002",Necaxa,2 - 1,jornada-38,apertura-2002,regular,16:00  Hrs.,Azteca
11377,Puebla,"dom 24 de noviembre, 2002",Pachuca,1 - 1,jornada-38,apertura-2002,regular,16:00  Hrs.,Hidalgo
11378,Pumas,"dom 24 de noviembre, 2002",Morelia,2 - 2,jornada-38,apertura-2002,regular,16:00  Hrs.,Morelos
11379,Toluca,"dom 24 de noviembre, 2002",Santos,5 - 2,jornada-38,apertura-2002,regular,16:00  Hrs.,Corona
11380,Veracruz,"dom 24 de noviembre, 2002",Atlante,4 - 1,jornada-38,apertura-2002,regular,16:00  Hrs.,Neza 86
11381,Morelia,"mié 4 de diciembre, 2002",Estudiantes,1 - 3,ida,apertura-2002,cuartos-de-final,16:00  Hrs.,Tres de Marzo
11382,Pumas,"mié 4 de diciembre, 2002",Cruz Azul,0 - 0,ida,apertura-2002,cuartos-de-final,18:00  Hrs.,Azul
11383,Toluca,"mié 4 de diciembre, 2002",Chivas,2 - 1,ida,apertura-2002,cuartos-de-final,20:45  Hrs.,Jalisco
11384,América,"jue 5 de diciembre, 2002",Santos,3 - 3,ida,apertura-2002,cuartos-de-final,15:00  Hrs.,Corona
11385,Chivas,"sáb 7 de diciembre, 2002",Toluca,3 - 0,vuelta,apertura-2002,cuartos-de-final,15:00  Hrs.,Nemesio Díez Riega
11386,Estudiantes,"sáb 7 de diciembre, 2002",Morelia,4 - 1,vuelta,apertura-2002,cuartos-de-final,20:00  Hrs.,Morelos
11387,Cruz Azul,"dom 8 de diciembre, 2002",Pumas,3 - 2,vuelta,apertura-2002,cuartos-de-final,12:00  Hrs.,Ciudad Universitaria
11388,Santos,"dom 8 de diciembre, 2002",América,1 - 2,vuelta,apertura-2002,cuartos-de-final,16:00  Hrs.,Azteca
11389,Toluca,"mié 11 de diciembre, 2002",Santos,3 - 5,ida,apertura-2002,semifinales,15:00  Hrs.,Corona
11390,Pumas,"jue 12 de diciembre, 2002",Morelia,4 - 0,ida,apertura-2002,semifinales,20:00  Hrs.,Morelos
11391,Santos,"sáb 14 de diciembre, 2002",Toluca,2 - 1,vuelta,apertura-2002,semifinales,15:00  Hrs.,Nemesio Díez Riega
11392,Morelia,"dom 15 de diciembre, 2002",Pumas,2 - 1,vuelta,apertura-2002,semifinales,12:00  Hrs.,Ciudad Universitaria
11393,Morelia,"sáb 21 de diciembre, 2002",Toluca,4 - 1,vuelta,apertura-2002,final,15:00  Hrs.,Nemesio Díez Riega
11394,Toluca,"mié 18 de diciembre, 2002",Morelia,1 - 0,ida,apertura-2002,final,20:00  Hrs.,Morelos
11395,Atlante,"sáb 5 de enero, 2002",Veracruz,3 - 2,jornada-1,verano-2002,regular,16:00  Hrs.,Luis Pirata Fuente
11396,Morelia,"sáb 5 de enero, 2002",Tigres,1 - 1,jornada-1,verano-2002,regular,17:00  Hrs.,Universitario
11397,Celaya,"sáb 5 de enero, 2002",Cruz Azul,1 - 0,jornada-1,verano-2002,regular,17:00  Hrs.,Azul
11398,Santos,"sáb 5 de enero, 2002",Atlas,3 - 3,jornada-1,verano-2002,regular,20:45  Hrs.,Jalisco
11399,América,"dom 6 de enero, 2002",Pachuca,3 - 2,jornada-1,verano-2002,regular,12:00  Hrs.,Hidalgo
11400,Monterrey,"dom 6 de enero, 2002",Pumas,1 - 0,jornada-1,verano-2002,regular,12:00  Hrs.,Ciudad Universitaria
11401,Chivas,"dom 6 de enero, 2002",La Piedad,1 - 1,jornada-1,verano-2002,regular,14:00  Hrs.,Juan N. López
11402,Puebla,"dom 6 de enero, 2002",Necaxa,3 - 0,jornada-1,verano-2002,regular,16:00  Hrs.,Azteca
11403,Toluca,"dom 6 de enero, 2002",León,0 - 2,jornada-1,verano-2002,regular,16:00  Hrs.,Estadio León
11404,Necaxa,"sáb 12 de enero, 2002",Toluca,3 - 1,jornada-2,verano-2002,regular,15:00  Hrs.,Nemesio Díez Riega
11405,La Piedad,"sáb 12 de enero, 2002",Estudiantes,0 - 2,jornada-2,verano-2002,regular,17:00  Hrs.,Tres de Marzo
11406,León,"sáb 12 de enero, 2002",Monterrey,4 - 1,jornada-2,verano-2002,regular,19:00  Hrs.,Tecnológico
11407,Veracruz,"dom 13 de enero, 2002",Morelia,2 - 2,jornada-2,verano-2002,regular,12:00  Hrs.,Morelos
11408,Cruz Azul,"dom 13 de enero, 2002",Chivas,3 - 0,jornada-2,verano-2002,regular,12:00  Hrs.,Jalisco
11409,Atlas,"dom 13 de enero, 2002",Atlante,2 - 3,jornada-2,verano-2002,regular,12:00  Hrs.,Azul
11410,Pachuca,"dom 13 de enero, 2002",Puebla,1 - 2,jornada-2,verano-2002,regular,14:00  Hrs.,Cuauhtémoc
11411,Pumas,"dom 13 de enero, 2002",Celaya,3 - 4,jornada-2,verano-2002,regular,16:00  Hrs.,Miguel Alemán Valdés
11412,Tigres,"dom 13 de enero, 2002",América,3 - 1,jornada-2,verano-2002,regular,16:00  Hrs.,Azteca
11413,Puebla,"sáb 19 de enero, 2002",Toluca,5 - 1,jornada-3,verano-2002,regular,15:00  Hrs.,Nemesio Díez Riega
11414,América,"sáb 19 de enero, 2002",Veracruz,0 - 2,jornada-3,verano-2002,regular,16:00  Hrs.,Luis Pirata Fuente
11415,Pachuca,"sáb 19 de enero, 2002",Tigres,1 - 1,jornada-3,verano-2002,regular,17:00  Hrs.,Universitario
11416,Estudiantes,"sáb 19 de enero, 2002",Cruz Azul,3 - 1,jornada-3,verano-2002,regular,17:00  Hrs.,Azul
11417,Morelia,"sáb 19 de enero, 2002",Atlas,2 - 0,jornada-3,verano-2002,regular,20:45  Hrs.,Jalisco
11418,Chivas,"dom 20 de enero, 2002",Pumas,2 - 2,jornada-3,verano-2002,regular,12:00  Hrs.,Ciudad Universitaria
11419,Santos,"dom 20 de enero, 2002",La Piedad,1 - 0,jornada-3,verano-2002,regular,14:00  Hrs.,Juan N. López
11420,Monterrey,"dom 20 de enero, 2002",Necaxa,3 - 1,jornada-3,verano-2002,regular,16:00  Hrs.,Azteca
11421,Celaya,"dom 20 de enero, 2002",León,1 - 1,jornada-3,verano-2002,regular,16:00  Hrs.,Estadio León
11422,Pumas,"sáb 26 de enero, 2002",Estudiantes,0 - 3,jornada-4,verano-2002,regular,17:00  Hrs.,Tres de Marzo
11423,Toluca,"sáb 26 de enero, 2002",Monterrey,1 - 1,jornada-4,verano-2002,regular,17:00  Hrs.,Tecnológico
11424,Veracruz,"dom 27 de enero, 2002",Pachuca,3 - 2,jornada-4,verano-2002,regular,12:00  Hrs.,Hidalgo
11425,León,"dom 27 de enero, 2002",Chivas,2 - 2,jornada-4,verano-2002,regular,12:00  Hrs.,Jalisco
11426,Necaxa,"dom 27 de enero, 2002",Celaya,2 - 2,jornada-4,verano-2002,regular,14:00  Hrs.,Miguel Alemán Valdés
11427,Tigres,"dom 27 de enero, 2002",Puebla,1 - 1,jornada-4,verano-2002,regular,14:00  Hrs.,Cuauhtémoc
11428,Cruz Azul,"dom 27 de enero, 2002",Santos,2 - 2,jornada-4,verano-2002,regular,16:00  Hrs.,Corona
11429,Atlas,"dom 27 de enero, 2002",América,0 - 1,jornada-4,verano-2002,regular,16:00  Hrs.,Azteca
11430,La Piedad,"dom 27 de enero, 2002",Atlante,0 - 1,jornada-4,verano-2002,regular,18:00  Hrs.,Azteca
11431,Morelia,"jue 31 de enero, 2002",La Piedad,1 - 2,jornada-5,verano-2002,regular,15:00  Hrs.,Juan N. López
11432,Celaya,"sáb 2 de febrero, 2002",Toluca,0 - 1,jornada-5,verano-2002,regular,15:00  Hrs.,Nemesio Díez Riega
11433,Tigres,"sáb 2 de febrero, 2002",Veracruz,0 - 2,jornada-5,verano-2002,regular,16:00  Hrs.,Luis Pirata Fuente
11434,Puebla,"sáb 2 de febrero, 2002",Monterrey,1 - 1,jornada-5,verano-2002,regular,17:00  Hrs.,Tecnológico
11435,Atlante,"sáb 2 de febrero, 2002",Cruz Azul,3 - 1,jornada-5,verano-2002,regular,17:00  Hrs.,Azul
11436,Pachuca,"sáb 2 de febrero, 2002",Atlas,3 - 1,jornada-5,verano-2002,regular,20:45  Hrs.,Jalisco
11437,Santos,"dom 3 de febrero, 2002",Pumas,3 - 4,jornada-5,verano-2002,regular,12:00  Hrs.,Ciudad Universitaria
11438,Estudiantes,"dom 3 de febrero, 2002",León,0 - 0,jornada-5,verano-2002,regular,16:00  Hrs.,Estadio León
11439,Chivas,"dom 3 de febrero, 2002",Necaxa,0 - 1,jornada-5,verano-2002,regular,16:00  Hrs.,Azteca
11440,Veracruz,"sáb 9 de febrero, 2002",Puebla,1 - 2,jornada-6,verano-2002,regular,15:00  Hrs.,Cuauhtémoc
11441,Atlas,"sáb 9 de febrero, 2002",Tigres,3 - 0,jornada-6,verano-2002,regular,17:00  Hrs.,Universitario
11442,Necaxa,"sáb 9 de febrero, 2002",Estudiantes,3 - 3,jornada-6,verano-2002,regular,17:00  Hrs.,Tres de Marzo
11443,Pumas,"sáb 9 de febrero, 2002",Atlante,1 - 1,jornada-6,verano-2002,regular,17:00  Hrs.,Azul
11444,Monterrey,"dom 10 de febrero, 2002",Celaya,0 - 1,jornada-6,verano-2002,regular,12:00  Hrs.,Miguel Alemán Valdés
11445,Toluca,"dom 10 de febrero, 2002",Chivas,0 - 3,jornada-6,verano-2002,regular,12:00  Hrs.,Jalisco
11446,Cruz Azul,"dom 10 de febrero, 2002",Morelia,1 - 3,jornada-6,verano-2002,regular,12:00  Hrs.,Morelos
11447,La Piedad,"dom 10 de febrero, 2002",América,2 - 1,jornada-6,verano-2002,regular,16:00  Hrs.,Azteca
11448,León,"dom 10 de febrero, 2002",Santos,3 - 0,jornada-6,verano-2002,regular,16:00  Hrs.,Corona
11449,Morelia,"vie 15 de febrero, 2002",Pumas,2 - 1,jornada-7,verano-2002,regular,19:00  Hrs.,Ciudad Universitaria
11450,Estudiantes,"sáb 16 de febrero, 2002",Toluca,2 - 2,jornada-7,verano-2002,regular,15:00  Hrs.,Nemesio Díez Riega
11451,América,"sáb 16 de febrero, 2002",Cruz Azul,2 - 0,jornada-7,verano-2002,regular,17:00  Hrs.,Azul
11452,Chivas,"sáb 16 de febrero, 2002",Monterrey,3 - 0,jornada-7,verano-2002,regular,17:00  Hrs.,Tecnológico
11453,Veracruz,"sáb 16 de febrero, 2002",Atlas,1 - 1,jornada-7,verano-2002,regular,20:45  Hrs.,Jalisco
11454,Puebla,"dom 17 de febrero, 2002",Celaya,1 - 3,jornada-7,verano-2002,regular,12:00  Hrs.,Miguel Alemán Valdés
11455,Pachuca,"dom 17 de febrero, 2002",La Piedad,2 - 1,jornada-7,verano-2002,regular,14:00  Hrs.,Juan N. López
11456,Atlante,"dom 17 de febrero, 2002",León,2 - 1,jornada-7,verano-2002,regular,16:00  Hrs.,Estadio León
11457,Santos,"dom 17 de febrero, 2002",Necaxa,4 - 1,jornada-7,verano-2002,regular,16:00  Hrs.,Azteca
11458,Necaxa,"sáb 23 de febrero, 2002",Atlante,1 - 1,jornada-8,verano-2002,regular,17:00  Hrs.,Azteca
11459,La Piedad,"sáb 23 de febrero, 2002",Tigres,0 - 2,jornada-8,verano-2002,regular,17:00  Hrs.,Universitario
11460,Monterrey,"sáb 23 de febrero, 2002",Estudiantes,2 - 3,jornada-8,verano-2002,regular,17:00  Hrs.,Tres de Marzo
11461,Atlas,"sáb 23 de febrero, 2002",Puebla,1 - 1,jornada-8,verano-2002,regular,19:00  Hrs.,Cuauhtémoc
11462,Celaya,"dom 24 de febrero, 2002",Chivas,2 - 0,jornada-8,verano-2002,regular,12:00  Hrs.,Jalisco
11463,Cruz Azul,"dom 24 de febrero, 2002",Pachuca,2 - 1,jornada-8,verano-2002,regular,12:00  Hrs.,Hidalgo
11464,Toluca,"dom 24 de febrero, 2002",Santos,0 - 1,jornada-8,verano-2002,regular,16:00  Hrs.,Corona
11465,Pumas,"dom 24 de febrero, 2002",América,0 - 0,jornada-8,verano-2002,regular,16:00  Hrs.,Azteca
11466,León,"lun 25 de febrero, 2002",Morelia,2 - 0,jornada-8,verano-2002,regular,20:00  Hrs.,Morelos
11467,América,"jue 31 de enero, 2002",León,0 - 1,jornada-9,verano-2002,regular,20:45  Hrs.,Estadio León
