,date,destination,note,origin,price,url
831,2017-04-20,Ámsterdam,,CUN,9499.0,http://www.vuelax.com/2017/04/20/cun-a-amsterdam-9499/
832,2017-04-19,Cancún,,CDMX,1902.0,http://www.vuelax.com/2017/04/19/cdmx-cancun-1902/
833,2017-04-18,Inglaterra,,CUN,8743.0,http://www.vuelax.com/2017/04/18/cun-inglaterra-8743/
834,2017-04-18,Madrid,,CDMX,14554.0,http://www.vuelax.com/2017/04/18/cdmx-madrid-14554-opcion-hostal-desde-289-pesos-desayuno-incluido/
835,2017-04-18,Dubai,,CDMX,14741.0,http://www.vuelax.com/2017/04/18/cdmx-dubai-14741-opcion-hostal-desde-555-pesos-la-noche-desayuno-incluido/
836,2017-04-17,Chile,,CDMX,9443.0,http://www.vuelax.com/2017/04/17/cdmx-chile-9443/
837,2017-04-17,CDMX,,CDMX a Monterrey o Monterrey,1814.0,http://www.vuelax.com/2017/04/17/cdmx-monterrey-monterrey-cdmx-1814-disponible-navidad-ano-nuevo-mas/
838,2017-04-16,Cuzco,,CDMX,7299.0,http://www.vuelax.com/2017/04/16/cdmx-cuzco-7299/
839,2017-04-16,Alemania,,CUN,11299.0,http://www.vuelax.com/2017/04/16/cun-alemania-11299/
840,2017-04-15,París,,Miami,6149.0,http://www.vuelax.com/2017/04/15/miami-paris-6149/
841,2017-04-15,Amazonas,,CDMX,7321.0,http://www.vuelax.com/2017/04/15/cdmx-amazonas-7321/
842,2017-04-14,Costa Rica,,CDMX,4556.0,http://www.vuelax.com/2017/04/14/cdmx-costa-rica-4556/
843,2017-04-14,"Moscú, Rusia",,"CDMX, MTY y GDL",14177.0,http://www.vuelax.com/2017/04/14/cdmx-mty-gdl-moscu-rusia-opcion-hostal-desde-230-pesos-la-noche/
844,2017-04-13,Suecia,,Miami,5149.0,http://www.vuelax.com/2017/04/13/miami-suecia-5149/
845,2017-04-13,"Shanghai, China",,CDMX,16537.0,http://www.vuelax.com/2017/04/13/cdmx-shanghai-china-16537-opcion-hostal-desde-242-pesos-la-noche-desayuno-incluido/
846,2017-04-13,Escocia,,CUN,9600.0,http://www.vuelax.com/2017/04/13/cun-escocia-9600/
847,2017-04-12,Inglaterra,,CUN,9749.0,http://www.vuelax.com/2017/04/12/cun-inglaterra-9749/
848,2017-04-12,CDMX,,CDMX a GDL ó GDL,1475.0,http://www.vuelax.com/2017/04/12/cdmx-gdl-gdl-cdmx-1475-disponible-navidad-ano-nuevo/
849,2017-04-12,"Tuxtla Gutiérrez, Chiapas",,"CDMX, GDL y MTY",1887.0,http://www.vuelax.com/2017/04/12/cdmx-tuxtla-gutierrez-chiapas-1871-opcion-hostal-desde-150-pesos-la-noche-desayuno/
850,2017-04-11,India,,GDL,12124.0,http://www.vuelax.com/2017/04/11/gdl-india-12124/
851,2017-04-11,Dublín,,CDMX,15442.0,http://www.vuelax.com/2017/04/11/cdmx-dublin-15442-opcion-hostal-desde-362-pesos-la-noche-desayuno-incluido/
852,2017-04-11,Tokio,,CDMX,16766.0,http://www.vuelax.com/2017/04/11/cdmx-tokio-16766-opcion-hospedaje-desde-439-pesos-la-noche-desayuno-incluido/
853,2017-04-10,Bélgica,,CUN,9500.0,http://www.vuelax.com/2017/04/10/cun-belgica-9500/
854,2017-04-10,"La Paz, Boliva",,CDMX,9439.0,http://www.vuelax.com/2017/04/10/cdmx-la-paz-boliva-9439-opcion-hostal-desde-149-pesos-la-noche-desayuno-incluido/
855,2017-04-10,Bangkok,,CDMX,13625.0,http://www.vuelax.com/2017/04/10/cdmx-bangkok-14060-opcion-hostal-desayuno-incluido-desde-198-pesos-la-noche/
856,2017-04-09,Noruega,,L.A.,5699.0,http://www.vuelax.com/2017/04/09/l-noruega-5699/
857,2017-04-09,Egipto,,"CUN, CDMX, GDL y MTY",9409.0,http://www.vuelax.com/2017/04/09/cun-cdmx-gdl-mty-egipto-9409/
858,2017-04-09,Costa Rica,,GDL,4099.0,http://www.vuelax.com/2017/04/09/gdl-costa-rica-4029/
859,2017-04-08,Holanda,,CUN,9699.0,http://www.vuelax.com/2017/04/08/cun-holanda-9699/
860,2017-04-07,Houston,,"CDMX, GDL y MTY",3868.0,http://www.vuelax.com/2017/04/07/cdmx-gdl-mty-houston-3868/
861,2017-04-06,Escocia,,CUN,9599.0,http://www.vuelax.com/2017/04/06/cun-escocia-9599/
862,2017-04-06,Roma,,CDMX y 23 ciudades más,11486.0,http://www.vuelax.com/2017/04/06/cdmx-23-ciudades-mas-roma-11486-opcion-hostal-desde-300-pesos-la-noche-desayuno-incluido/
863,2017-04-06,Rio de Janeiro,,CDMX,11549.0,http://www.vuelax.com/2017/04/06/cdmx-rio-janeiro-11431-opcion-hostal-desde-235-pesos-la-noche-desayuno-incluido/
864,2017-04-06,Miami,,CDMX,2978.0,http://www.vuelax.com/2017/04/06/cdmx-miami-2978-opcion-hostal-desde-431-pesos-la-noche-desayuno-incluido/
865,2017-04-05,"Busan, Corea",,CDMX y GDL,14222.0,http://www.vuelax.com/2017/04/05/cdmx-gdl-busan-corea-14222-opcion-hostal-desde-268-pesos-la-noche-desayuno-incluido/
866,2017-04-04,Galápagos,,CDMX,10349.0,http://www.vuelax.com/2017/04/04/cdmx-galapagos-10349/
867,2017-04-03,Chile,,CDMX,9502.0,http://www.vuelax.com/2017/04/03/cdmx-chile-9502/
868,2017-04-03,"Nairobi, Kenia",,"CDMX, MTY, GDL y CUN",13129.0,http://www.vuelax.com/2017/04/03/cdmx-mty-gdl-cun-nairobi-kenia-13129/
869,2017-04-02,Bélgica,,CUN,9599.0,http://www.vuelax.com/2017/04/02/cun-belgica-9599/
870,2017-04-02,Roma,,CDMX,10999.0,http://www.vuelax.com/2017/04/02/cdmx-roma-10999/
871,2017-04-01,China,,CDMX,12590.0,http://www.vuelax.com/2017/04/01/cdmx-china-12590/
872,2017-03-31,Islandia,,L.A.,6499.0,http://www.vuelax.com/2017/03/31/l-islandia-6499/
873,2017-03-31,Berlín,,CDMX,16430.0,http://www.vuelax.com/2017/03/31/cdmx-berlin-16430-opcion-hostal-desde-490-mxn-la-noche/
874,2017-03-30,Costa Rica,,CDMX,4169.0,http://www.vuelax.com/2017/03/30/cdmx-costa-rica-4169/
875,2017-03-30,Frankfurt,,San Diego,10235.0,http://www.vuelax.com/2017/03/30/san-diego-frankfurt-10235/
876,2017-03-30,"Mascate, Omán",,"CDMX, GDL y MTY",16861.0,http://www.vuelax.com/2017/03/30/cdmx-gdl-mty-mascate-oman-16861/
877,2017-03-30,Cusco,,CDMX,6635.0,http://www.vuelax.com/2017/03/30/cdmx-cusco-6635-opcion-hostal-desde-176-mxn-la-noche-desayuno-incluido/
878,2017-03-29,Egipto,,"CUN, CDMX, MTY y GDL",9799.0,http://www.vuelax.com/2017/03/29/cdmx-egipto-9799/
879,2017-03-29,Madrid,,CDMX,12471.0,http://www.vuelax.com/2017/03/29/cdmx-madrid-12471-opcion-hostal-desde-282-pesos-la-noche-desayuno-incluido/
880,2017-03-29,"Bogotá, Colombia",,CDMX,4896.0,http://www.vuelax.com/2017/03/29/cdmx-bogota-colombia-4896-opcion-hostal-desde-229-pesos-la-noche-desayuno-incluido/
881,2017-03-28,Dubái,,CDMX,14999.0,http://www.vuelax.com/2017/03/28/cdmx-dubai-14999/
882,2017-03-28,Nueva Delhi,,GDL,11266.0,http://www.vuelax.com/2017/03/28/gdl-nueva-delhi-10540-opcion-hospedaje-hostal-desayuno-incluido-desde-201-mxn-la-noche/
883,2017-03-28,Boston,,"CDMX, GDL y MTY",4859.0,http://www.vuelax.com/2017/03/28/cdmx-gdl-mty-boston-4859/
884,2017-03-28,Las Vegas,,CDMX,3191.0,http://www.vuelax.com/2017/03/28/vuelo-directo-cdmx-las-vegas-2760/
885,2017-03-27,"Vancouver, Canadá",,CDMX y GDL,6925.0,http://www.vuelax.com/2017/03/27/cdmx-gdl-vancouver-canada-6925-opcion-hospedaje-hostal-desde-503-mxn-la-noche-desayuno-incluido/
886,2017-03-27,"La Habana, Cuba",,CDMX y CUN,4099.0,http://www.vuelax.com/2017/03/27/cdmx-gdl-cun-la-habana-cuba-4300-opcion-hospedaje-desde-200-mxn-la-noche/
887,2017-03-26,Manchester,,CUN,10599.0,http://www.vuelax.com/2017/03/26/cun-manchester-10599/
888,2017-03-26,Chile,,CDMX,10199.0,http://www.vuelax.com/2017/03/26/cdmx-chile-10199/
889,2017-03-25,Bélgica,,CUN,9799.0,http://www.vuelax.com/2017/03/25/cun-belgica-9799/
890,2017-03-25,Escocia,,CUN,10599.0,http://www.vuelax.com/2017/03/25/cun-escocia-10599/
891,2017-03-24,Egipto,,CDMX,9.839,http://www.vuelax.com/2017/03/24/cdmx-egipto-9-839/
892,2017-03-24,Barcelona,,CDMX y 23 ciudades más,15459.0,http://www.vuelax.com/2017/03/24/cdmx-23-ciudades-mas-barcelona-15459-opciones-sin-pasar-eeuu/
893,2017-03-24,"Glasgow, Escocia",,CDMX,13860.0,http://www.vuelax.com/2017/03/24/cdmx-glasgow-escocia-13860-opciones-sin-pasar-eeuu/
894,2017-03-23,Japón,,CDMX,15349.0,http://www.vuelax.com/2017/03/23/cdmx-japon-15349/
895,2017-03-23,Londres,,Desde CDMX y 23 ciudades más,13608.0,http://www.vuelax.com/2017/03/23/disponible-julio-semana-santa-mas-desde-cdmx-23-ciudades-mas-londres-13608/
896,2017-03-22,Ámsterdam,,CDMX  más,14276.0,http://www.vuelax.com/2017/03/22/disponible-julio-semana-santa-mas-desde-cdmx-23-ciudades-mas-amsterdam-13945/
897,2017-03-22,París,,Desde CDMX y 23 ciudades más,13386.0,http://www.vuelax.com/2017/03/22/disponible-julio-semana-santa-mas-desde-cdmx-23-ciudades-mas-paris-13386/
898,2017-03-22,Madrid,,CDMX y 23 ciudades más,15682.0,http://www.vuelax.com/2017/03/22/disponible-julio-semana-santa-mas-cdmx-23-ciudades-mas-madrid-15682-ejemplo-hospedaje-desde-289-pesos-la-noche-desayuno/
899,2017-03-21,Cancún,,CDMX,1678.0,http://www.vuelax.com/2017/03/21/cdmx-cancun-1678/
900,2017-03-21,"Montreal, Canadá",,CDMX,6936.0,http://www.vuelax.com/2017/03/21/cdmx-montreal-canada-6936-ejemplo-hospedaje-desde-381-pesos-la-noche-desayuno-incluido/
901,2017-03-21,"Moscú, Rusia",,GDL,14917.0,http://www.vuelax.com/2017/03/21/gdl-moscu-rusia-14917-opcion-hospedaje-desde-233-pesos-la-noche/
902,2017-03-20,Bangkok,,CDMX,12999.0,http://www.vuelax.com/2017/03/20/cdmx-bangkok-12999/
903,2017-03-19,Islandia,,L.A.,6999.0,http://www.vuelax.com/2017/03/19/l-islandia-6999/
904,2017-03-18,Vallarta,,CDMX,1999.0,http://www.vuelax.com/2017/03/18/cdmx-vallarta-1999-2/
905,2017-03-18,Malasia,,CDMX,13499.0,http://www.vuelax.com/2017/03/18/cdmx-malasia-12749/
906,2017-03-18,Japón,,CDMX,15219.0,http://www.vuelax.com/2017/03/18/cdmx-japon-15219/
907,2017-03-16,"Nueva Delhi, India",,CDMX,16398.0,http://www.vuelax.com/2017/03/16/cdmx-nueva-delhi-india-16398-ejemplo-hospedaje-desde-178-mxn-la-noche-desayuno-incluido/
908,2017-03-15,Chicago,,CDMX,3999.0,http://www.vuelax.com/2017/03/15/cdmx-chicago-3879/
909,2017-03-15,Guatemala,,CDMX,3384.0,http://www.vuelax.com/2017/03/15/cdmx-guatemala-3384-opcion-hospedaje-desde-196-mxn-pesos-la-noche/
910,2017-03-14,"Bangkok, Tailandia",,CDMX y GDL,13040.0,http://www.vuelax.com/2017/03/14/cdmx-gdl-bangkok-tailandia-13040-opcion-hospedaje-desde-228-mxn-la-noche-desayuno-incluido/
911,2017-03-13,"Nairobi, Kenia",,"CDMX, MTY, GDL y CUN",13424.0,http://www.vuelax.com/2017/03/13/cdmx-mty-gdl-cun-nairobi-kenia-13424/
912,2017-03-13,Los Ángeles,,"CDMX, GDL y CUN",3671.0,http://www.vuelax.com/2017/03/13/cdmx-gdl-cun-los-angeles-3930-opcion-hospedaje-desde-567-mxn-la-noche-desayuno-incluido/
913,2017-03-12,Islandia,,L.A.,7099.0,http://www.vuelax.com/2017/03/12/l-islandia-7099/
914,2017-03-12,Chile,,CDMX,8999.0,http://www.vuelax.com/2017/03/12/cdmx-chile-8999/
915,2017-03-10,India,,CDMX,10299.0,http://www.vuelax.com/2017/03/10/cdmx-india-10299/
916,2017-03-09,NYC,,CDMX,3530.0,http://www.vuelax.com/2017/03/09/cdmx-nyc-3530/
917,2017-03-09,Nueva York,,CDMX,3729.0,http://www.vuelax.com/2017/03/09/cdmx-nueva-york-3729-ejemplo-6-noches-hospedaje-vuelos-7719-mxn/
918,2017-03-09,"Daegu o Isla de Jeju, Corea",,CDMX y GDL,12973.0,http://www.vuelax.com/2017/03/09/cdmx-gdl-daegu-isla-jeju-corea-12973/
919,2017-03-08,Tokio,,CDMX,15549.0,http://www.vuelax.com/2017/03/08/cdmx-tokio-15549/
920,2017-03-07,Madrid,,CDMX y 23 ciudades más,15564.0,http://www.vuelax.com/2017/03/07/cdmx-23-ciudades-mas-madrid-15564-opcion-hospedaje-desde-289-mxn-la-noche-desayuno-incluido/
921,2017-03-07,"Punta Arenas, Chile",,CDMX,12794.0,http://www.vuelax.com/2017/03/07/cdmx-punta-arenas-chile-12794/
922,2017-03-06,Tokio,,CDMX y 23 ciudades más,15614.0,http://www.vuelax.com/2017/03/06/cdmx-23-ciudades-mas-tokio-15473-opcion-hospedaje-desayuno-desde-447-mxn-la-noche/
923,2017-03-06,Beijing,,CDMX y GDL,13292.0,http://www.vuelax.com/2017/03/06/semana-santa-cdmx-gdl-beijing-13292-opcion-12-noches-hospedaje-vuelos-15503-mxn/
924,2017-03-06,Cusco,,CDMX,6952.0,http://www.vuelax.com/2017/03/06/cdmx-cusco-6952-opcion-hospedaje-desde-220-mxn-la-noche-desayuno/
925,2017-03-05,NYC,,GDL y CDMX,6999.0,http://www.vuelax.com/2017/03/05/gdl-cdmx-nyc-6999/
926,2017-03-05,Puerto Escondido,,CDMX,1799.0,http://www.vuelax.com/2017/03/05/cdmx-puerto-escondido-1799/
927,2017-03-05,Cancún,,CDMX,1799.0,http://www.vuelax.com/2017/03/05/cdmx-cancun-1799/
928,2017-03-02,Chile,,CDMX,9999.0,http://www.vuelax.com/2017/03/02/cdmx-chile-9999/
929,2017-03-02,Galápagos,,CDMX,10999.0,http://www.vuelax.com/2017/03/02/cdmx-galapagos-10999/
930,2017-03-02,Yellowknife,,"CDMX, MTY, GDL y CUN",10522.0,http://www.vuelax.com/2017/03/02/cdmx-yellowknife-10522/
931,2017-03-01,Holanda,,CUN,10299.0,http://www.vuelax.com/2017/03/01/cun-holanda-10299/
932,2017-03-01,Nueva Delhi,,CDMX,11117.0,http://www.vuelax.com/2017/03/01/cdmx-nueva-delhi-11117-opcion-10-dias-hospedaje-desayunos-vuelos-13200-mxn/
933,2017-02-28,Toronto,,CUN,5399.0,http://www.vuelax.com/2017/02/28/cun-toronto-5399/
934,2017-02-28,Montevideo,,CDMX,9351.0,http://www.vuelax.com/2017/02/28/cdmx-montevideo-9351-opcion-7-noches-hospedaje-vuelos-desayunos-11137-mxn/
935,2017-02-28,Cusco,,CDMX,7632.0,http://www.vuelax.com/2017/02/28/cdmx-cusco-7632-opcion-hospedaje-desayuno-desde-220-mxn-la-noche/
936,2017-02-27,CDMX,,GDL,1099.0,http://www.vuelax.com/2017/02/27/gdl-cdmx-1099/
937,2017-02-27,Tokio,,"GDL, CDMX, MTY y CUN",15473.0,http://www.vuelax.com/2017/02/27/gdl-cdmx-mty-cun-tokio-15473-ejemplo-6-noches-hospedaje-vuelos-desayunos-18532-mxn/
938,2017-02-27,Chicago,,CDMX y 23 ciudades más,3873.0,http://www.vuelax.com/2017/02/27/cdmx-23-ciudades-mas-chicago-3873-opcion-8-noches-hospedaje-vuelos-desayunos-7462-mxn/
939,2017-02-26,Montreal,,CUN,5943.0,http://www.vuelax.com/2017/02/26/cun-montreal-5943/
940,2017-02-25,Islandia,,L.A.,7199.0,http://www.vuelax.com/2017/02/25/l-islandia-7199/
941,2017-02-25,Canadá,,Vallarta,5423.0,http://www.vuelax.com/2017/02/25/vallarta-canada-5423/
942,2017-02-24,Guadalajara,,CDMX,1199.0,http://www.vuelax.com/2017/02/24/cdmx-guadalajara-1199/
943,2017-02-24,Seúl,,CDMX,19800.0,http://www.vuelax.com/2017/02/24/cdmx-seul-19800-opcion-11-noches-hospedaje-desayunos-vuelos-23210-mxn/
944,2017-02-24,Veracruz,,CDMX,1099.0,http://www.vuelax.com/2017/02/24/cdmx-veracruz-1099/
945,2017-02-23,Cancún,,CDMX,1999.0,http://www.vuelax.com/2017/02/23/cdmx-cancun-1999-6/
946,2017-02-23,Medellín,,CDMX,5235.0,http://www.vuelax.com/2017/02/23/cdmx-medellin-5235-opcion-semana-santa-6-noches-hospedaje-vuelos-desayunos-6310-mxn/
947,2017-02-23,Rep. Dominicana,,CDMX,9049.0,http://www.vuelax.com/2017/02/23/cdmx-rep-dominicana-9049/
948,2017-02-22,Los Ángeles,,"CDMX, GDL, MTY y CUN",3639.0,http://www.vuelax.com/2017/02/22/cdmx-gdl-mty-cun-los-angeles-3639-opcion-hospedaje-desayuno-desde-591-mxn-la-noche/
949,2017-02-21,Guatemala,,CDMX,3399.0,http://www.vuelax.com/2017/02/21/cdmx-guatemala-3399/
950,2017-02-21,Londres,,CDMX y 23 ciudades más,13528.0,http://www.vuelax.com/2017/02/21/cdmx-23-ciudades-mas-londres-13528-ejemplo-7-noches-hospedaje-vuelos-desayunos-17289-mxn/
951,2017-02-21,Curazao,,CDMX,7595.0,http://www.vuelax.com/2017/02/21/cdmx-curazao-7595-opcion-7-noches-hospedaje-vuelos-desayunos-11465-mxn/
952,2017-02-20,Chicago,,CDMX,4399.0,http://www.vuelax.com/2017/02/20/cdmx-chicago-4399/
953,2017-02-20,Bangkok,,CDMX,16940.0,http://www.vuelax.com/2017/02/20/sin-pasar-eeuu-cdmx-bangkok-ejemplo-10-noches-hospedaje-vuelos-desayunos-19408-mxn/
954,2017-02-20,La Habana,,CDMX y 23 ciudades más,3964.0,http://www.vuelax.com/2017/02/20/cdmx-23-ciudades-mas-la-habana-4095-opcion-8-noches-hospedaje-vuelos-5835-mxn/
955,2017-02-19,San Juan,,CDMX,5399.0,http://www.vuelax.com/2017/02/19/cdmx-san-juan-5761-opcion-7-noches-hospedaje-vuelos-desayunos-8730-mxn/
956,2017-02-19,Miami,,CDMX,3699.0,http://www.vuelax.com/2017/02/19/cdmx-miami-3699/
957,2017-02-18,El Cairo,,CDMX,18492.0,http://www.vuelax.com/2017/02/18/cdmx-cairo-18492-opcion-12-noches-hospedaje-desayunos-vuelos-19691-mxn/
958,2017-02-18,Londres,,CUN,9431.0,http://www.vuelax.com/2017/02/18/cun-londres-9431/
959,2017-02-18,NYC,,CDMX,3699.0,http://www.vuelax.com/2017/02/18/cdmx-nyc-3699/
960,2017-02-17,Nueva Delhi,,CDMX,17588.0,http://www.vuelax.com/2017/02/17/sin-pasar-eeuu-cdmx-nueva-delhi-17588-opcion-11-noches-hospedaje-vuelos-hospedaje-19922-mxn/
961,2017-02-16,Tuxtla Gutiérrez,,CDMX,963.0,http://www.vuelax.com/2017/02/16/cdmx-tuxtla-gutierrez-963-ejemplo-6-dias-hospedaje-desayunos-vuelos-1863-mxn/
962,2017-02-16,Costa Rica,,CDMX,4499.0,http://www.vuelax.com/2017/02/16/cdmx-costa-rica-4499/
963,2017-02-15,"San José, Costa Rica",,CDMX,5413.0,http://www.vuelax.com/2017/02/15/cdmx-san-jose-costa-rica-5413-opcion-hospedaje-desde-213-mxn-la-noche-desayuno/
964,2017-02-14,"La Paz, Bolivia",,CDMX,7533.0,http://www.vuelax.com/2017/02/14/cdmx-la-paz-bolivia-7533-opcion-hospedaje-desde-163-mxn-la-noche-desayuno/
965,2017-02-14,Isla de San Andrés,,CDMX,6342.0,http://www.vuelax.com/2017/02/14/cdmx-isla-san-andres-6342/
966,2017-02-14,Seúl,,CDMX y 23 ciudades más,20262.0,http://www.vuelax.com/2017/02/14/sin-pasar-eeuu-cdmx-23-ciudades-mas-seul-20262-opcion-hospedaje-desde-315-mxn-noche-desayuno/
967,2017-02-13,Cancún,,CDMX,1999.0,http://www.vuelax.com/2017/02/13/cdmx-cancun-1999-5/
968,2017-02-13,"Tallin, Estonia",,"CDMX, CUN, MTY y GDL",14981.0,http://www.vuelax.com/2017/02/13/cdmx-cun-mty-gdl-tallin-estonia-14981-opcion-hospedaje-desde-323-mxn-la-noche-desayuno/
969,2017-02-13,Tokio,,CDMX y 23 ciudades más,16231.0,http://www.vuelax.com/2017/02/13/cdmx-23-ciudades-mas-tokio-16231-opcion-hospedaje-desayunos-hospedaje-desde-22512-mxn/
970,2017-02-12,China,,CDMX,13499.0,http://www.vuelax.com/2017/02/12/cdmx-china-13499/
971,2017-02-12,Cartagena,,CDMX,6299.0,http://www.vuelax.com/2017/02/12/cdmx-cartagena-6299/
972,2017-02-12,"Managua, Nicaragua",,CDMX,5487.0,http://www.vuelax.com/2017/02/12/cdmx-managua-nicaragua-5487-opcion-hospedaje-desde-220-mxn-la-noche-desayuno/
973,2017-02-11,Cusco,,CDMX,7543.0,http://www.vuelax.com/2017/02/11/cdmx-cusco-7543-opcion-hospedaje-desayuno-desde-220-mxn-la-noche/
974,2017-02-11,India,,GDL,12149.0,http://www.vuelax.com/2017/02/11/gdl-india-12149/
975,2017-02-11,Finlandia,,CDMX,12999.0,http://www.vuelax.com/2017/02/11/cdmx-finlandia-12999/
976,2017-02-10,Bogotá,,CDMX,5199.0,http://www.vuelax.com/2017/02/10/cdmx-bogota-5199/
977,2017-02-10,Barcelona,,CDMX,13531.0,http://www.vuelax.com/2017/02/10/cdmx-barcelona-13531-opcion-hospedaje-desayuno-desde-545-mxn-la-noche/
978,2017-02-10,La Habana,,CUN,3865.0,http://www.vuelax.com/2017/02/10/cun-la-habana-3865-opcion-hospedaje-desde-219-mxn-la-noche/
979,2017-02-09,Cartagena,,CDMX,7399.0,http://www.vuelax.com/2017/02/09/cdmx-cartagena-7399/
980,2017-02-09,Madrid,,CDMX,13602.0,http://www.vuelax.com/2017/02/09/cdmx-madrid-13602-opcion-hospedaje-desde-300-mxn-la-noche-desayuno/
981,2017-02-08,Buenos Aires,,CDMX,13841.0,http://www.vuelax.com/2017/02/08/cdmx-buenos-aires-13841-10-noches-hospedaje-desayunos-vuelos-16457-mxn/
982,2017-02-07,Corea,,CDMX,12999.0,http://www.vuelax.com/2017/02/07/cdmx-corea-12999/
983,2017-02-07,Bruselas,,CDMX y 23 ciudades más,12077.0,http://www.vuelax.com/2017/02/07/cdmx-23-ciudades-mas-bruselas-12077-ejemplo-10-noches-hospedaje-vuelos-desayunos-16675-mxn/
984,2017-02-06,Chiapas,,CDMX,1499.0,http://www.vuelax.com/2017/02/06/cdmx-chiapas-1499-2/
985,2017-02-05,Berlín,,CDMX y 23 ciudades más,12987.0,http://www.vuelax.com/2017/02/05/cdmx-23-ciudades-mas-berlin-12987-ejemplo-10-noches-hospedaje-vuelos-18267-mxn/
986,2017-02-05,Holanda,,CDMX,10999.0,http://www.vuelax.com/2017/02/05/cdmx-holanda-10999/
987,2017-02-05,Londres,,CUN,11999.0,http://www.vuelax.com/2017/02/05/cun-cdmx-londres-11999/
988,2017-02-05,India,,GDL,10999.0,http://www.vuelax.com/2017/02/05/gdl-india-10999/
989,2017-02-04,Noruega,,L.A.,5999.0,http://www.vuelax.com/2017/02/04/l-noruega-5999/
990,2017-02-04,Suiza,,CDMX,14449.0,http://www.vuelax.com/2017/02/04/cdmx-suiza-14449/
991,2017-02-04,Roma,,CDMX,12399.0,http://www.vuelax.com/2017/02/04/cdmx-roma-12399/
992,2017-02-03,Islandia,,L.A.,7499.0,http://www.vuelax.com/2017/02/03/l-islandia-7499-3/
993,2017-02-03,Tokio,,GDL,16268.0,http://www.vuelax.com/2017/02/03/gdl-tokio-16268-ejemplo-9-noches-hospedaje-desayunos-vuelos-20777-mxn/
994,2017-02-03,Lisboa,,CDMX y 23 ciudades más,15605.0,http://www.vuelax.com/2017/02/03/cdmx-23-ciudades-mas-lisboa-15605-14-noches-hospedaje-desayunos/
995,2017-02-02,Venecia,,CDMX,13041.0,http://www.vuelax.com/2017/02/02/cdmx-venecia-13041/
996,2017-02-01,Santiago,,CDMX y GDL,12357.0,http://www.vuelax.com/2017/02/01/cdmx-gdl-santiago-12357-opcion-hospedaje-desde-250-mxn-la-noche-desayuno/
997,2017-02-01,La Habana,,CUN,3316.0,http://www.vuelax.com/2017/02/01/cun-la-habana-3316-ejemplo-8-noches-hospedaje-vuelos-5099-mxn/
998,2017-01-31,París,,CDMX,11649.0,http://www.vuelax.com/2017/01/31/cdmx-paris-12649/
999,2017-01-31,Chiapas,,CDMX,1499.0,http://www.vuelax.com/2017/01/31/cdmx-chiapas-1499/
1000,2017-01-31,"San José, Costa Rica",,CDMX,4507.0,http://www.vuelax.com/2017/01/31/cdmx-san-jose-costa-rica-4507-ejemplo-9-noches-hospedaje-desayunos-vuelos-6484-mxn/
1001,2017-01-30,Malta,,"CDMX, MTY, GDL y más",13541.0,http://www.vuelax.com/2017/01/30/cdmx-mty-gdl-mas-malta-13541/
1002,2017-01-30,Guatemala,,CDMX,2994.0,http://www.vuelax.com/2017/01/30/cdmx-guatemala-2994/
1003,2017-01-30,Lima,,CDMX,5870.0,http://www.vuelax.com/2017/01/30/cdmx-lima-5870-7-noches-hospedaje-desayunos-vuelos-7579-mxn/
1004,2017-01-29,Cancún,,CDMX,1776.0,http://www.vuelax.com/2017/01/29/cdmx-cancun-1776/
1005,2017-01-29,NYC,,CDMX,4299.0,http://www.vuelax.com/2017/01/29/cdmx-nyc-4299-3/
1006,2017-01-29,Milán,,CDMX,12999.0,http://www.vuelax.com/2017/01/29/cdmx-milan-12999/
1007,2017-01-28,Holanda,,CDMX,11999.0,http://www.vuelax.com/2017/01/28/cdmx-holanda-11999/
1008,2017-01-28,Roma,,CDMX,12999.0,http://www.vuelax.com/2017/01/28/cdmx-roma-12999/
1009,2017-01-28,Bogotá,,CDMX,4199.0,http://www.vuelax.com/2017/01/28/cdmx-bogota-4199/
1010,2017-01-27,París,,CDMX,11999.0,http://www.vuelax.com/2017/01/27/cdmx-paris-11999/
1011,2017-01-26,Londres,,CDMX,15035.0,http://www.vuelax.com/2017/01/26/cdmx-londres-15035-10-noches-hospedaje-vuelos-19395-mxn/
1012,2017-01-25,Roma,,CDMX,13422.0,http://www.vuelax.com/2017/01/25/disponible-semana-santa-agosto-sin-visa-cdmx-roma-13422/
1013,2017-01-25,Amsterdam,,CDMX,12443.0,http://www.vuelax.com/2017/01/25/disponible-semana-santa-verano-cdmx-amsterdam-12443/
1014,2017-01-24,NYC,,CDMX,4299.0,http://www.vuelax.com/2017/01/24/cdmx-nyc-4299-2/
1015,2017-01-24,Tokio,,CDMX y muchas ciudades,17081.0,http://www.vuelax.com/2017/01/24/cdmx-tokio-17081-10-noches-hospedaje-vuelos-desayunos-22162-mxn/
1016,2017-01-24,Hiroshima,,CDMX,15256.0,http://www.vuelax.com/2017/01/24/cdmx-hiroshima-15256-7-noches-hospedaje-vuelos-18693-mxn/
1017,2017-01-23,Yellowknife,,CDMX,11499.0,http://www.vuelax.com/2017/01/23/cdmx-yellowknife-11499/
1018,2017-01-23,Cancún,,"CDMX, MTY y GDL",1999.0,http://www.vuelax.com/2017/01/23/cdmx-cancun-1999-4/
1019,2017-01-23,Madrid,,CDMX,16572.0,http://www.vuelax.com/2017/01/23/cdmx-madrid-16572-13-noches-hospedaje-desayunos-vuelos-20696-mxn/
